Model,Learning Rate,Epochs,Weight Decay,Hidden Channels,MSE,Torch MSE,MAE,R2,RMSE,EV Score
GAT,0.01,50,0.05,256,2186.2292,2186.22900390625,33.488888,0.22957361286948177,46.75713,0.24940950671831766
GraphSAGE,0.01,50,0.05,256,703.5877,703.587646484375,18.799303,0.7283882437563051,26.525229,0.7306199967861176
GIN,0.01,50,0.05,256,3158.2615,3158.261474609375,38.4754,-0.08232125976223753,56.19841,0.007761046290397644
GCN,0.01,50,0.05,512,1463.2494,1463.249267578125,27.26397,0.5114554647204815,38.25244,0.5125131209691366
GAT,0.01,50,0.05,512,2907.1511,2907.151123046875,36.717754,0.01579942859774421,53.918003,0.11451002458731334
GraphSAGE,0.01,50,0.05,512,770.42456,770.424560546875,20.573906,0.7041186715259425,27.756523,0.7085884710152944
GIN,0.01,50,0.05,512,2548.0579,2548.057861328125,33.423412,0.17738703017391813,50.47829,0.3778254836797714
GCN,0.01,50,0.005,32,1647.2418,1647.241943359375,28.953741,0.4435227914641147,40.586227,0.44538097580273944
GAT,0.01,50,0.005,32,973.2618,973.261962890625,21.442942,0.6875671347461624,31.197144,0.690888707836469
GraphSAGE,0.01,50,0.005,32,276.37524,276.3752746582031,12.046374,0.8915567869647262,16.624537,0.891991083820661
GIN,0.01,50,0.005,32,6127.8887,6127.88916015625,54.49937,-0.8844457245716485,78.28083,0.19220379491647085
GCN,0.01,50,0.005,64,1429.2451,1429.2449951171875,26.860422,0.5231429913115121,37.80536,0.5249205480019251
GAT,0.01,50,0.005,64,996.8099,996.809814453125,22.351797,0.6814094985943328,31.572296,0.6860267718633016
GraphSAGE,0.01,50,0.005,64,343.21436,343.21435546875,13.480877,0.868646820301036,18.526045,0.8708587437868118
GIN,0.01,50,0.005,64,6142.3457,6142.34521484375,54.464417,-0.8987452411124138,78.373116,0.18106311559677124
GCN,0.01,50,0.005,128,1421.8579,1421.8577880859375,26.970457,0.5197799828276269,37.70753,0.5226614425579706
GAT,0.01,50,0.005,128,1549.4149,1549.4149169921875,27.109726,0.48578671563482284,39.36261,0.49434519310792285
GraphSAGE,0.01,50,0.005,128,295.16104,295.16107177734375,12.314393,0.8884245729399618,17.180252,0.8888006508350372
GIN,0.01,50,0.005,128,3880.3289,3880.328369140625,45.075226,-0.25548352564326565,62.292286,0.2351297785838445
GCN,0.01,50,0.005,256,1402.8916,1402.8916015625,26.654665,0.5299451646491914,37.455196,0.5312911073366801
GAT,0.01,50,0.005,256,1342.5408,1342.5406494140625,25.914213,0.5600121058444615,36.640697,0.5628578861554464
GraphSAGE,0.01,50,0.005,256,1283.2628,1283.2628173828125,26.268187,0.48697371933727496,35.82266,0.4972490618626277
GIN,0.01,50,0.005,256,3840.8506,3840.85107421875,44.548107,-0.21482783584339474,61.974598,-0.11518087983131409
GCN,0.01,50,0.005,512,1557.4794,1557.47900390625,28.290983,0.477467455888051,39.464912,0.47831787665685016
GAT,0.01,50,0.005,512,2646.26,2646.260009765625,36.14159,0.08734156291072749,51.44181,0.10855486492315929
GraphSAGE,0.01,50,0.005,512,591.9837,591.9837036132812,17.372738,0.7786286649446917,24.330715,0.779420331120491
GIN,0.01,50,0.005,512,2102.4143,2102.414306640625,30.588507,0.31639586910420414,45.852093,0.4039330333471298
GCN,0.01,50,0.0005,32,1565.3643,1565.3643798828125,28.411478,0.47491319368463203,39.564686,0.4776795357465744
GAT,0.01,50,0.0005,32,818.919,818.9189453125,20.31367,0.7344394203079464,28.61676,0.7355212420225143
GraphSAGE,0.01,50,0.0005,32,308.72195,308.72198486328125,12.432927,0.8884331448227821,17.570486,0.888960525393486
GIN,0.01,50,0.0005,32,5067.833,5067.8330078125,49.89581,-0.5547200691196931,71.18871,0.29058602452278137
GCN,0.01,50,0.0005,64,1375.5355,1375.5355224609375,26.418917,0.5384106229126808,37.08821,0.5403704742590586
GAT,0.01,50,0.0005,64,1153.6227,1153.6226806640625,24.522614,0.6301274518481009,33.965023,0.6329094767570496
GraphSAGE,0.01,50,0.0005,64,324.5744,324.5744323730469,13.01084,0.8762813596204566,18.01595,0.8781356563170751
GIN,0.01,50,0.0005,64,5527.739,5527.73876953125,52.677532,-0.7119896898252475,74.34876,0.24247350295384726
GCN,0.01,50,0.0005,128,1551.8774,1551.877685546875,28.278982,0.4813918097205851,39.393875,0.48424822092056274
GAT,0.01,50,0.0005,128,1283.7041,1283.7041015625,25.781883,0.5469049936952838,35.828815,0.5498762875795364
GraphSAGE,0.01,50,0.0005,128,369.15027,369.1502990722656,13.867176,0.8663705175253161,19.213284,0.8675974756479263
GIN,0.01,50,0.0005,128,3455.3875,3455.38720703125,42.057274,-0.11749179330837105,58.782543,0.19767093658447266
GCN,0.01,50,0.0005,256,1188.4967,1188.4967041015625,24.762741,0.605724501796168,34.47458,0.6101015359163284
GAT,0.01,50,0.0005,256,1122.9789,1122.978759765625,24.615564,0.6232145179322809,33.510876,0.6269476811091105
GraphSAGE,0.01,50,0.0005,256,440.11362,440.113525390625,15.14035,0.8368122893153163,20.978886,0.8380492826302847
GIN,0.01,50,0.0005,256,3636.6218,3636.621826171875,41.489193,-0.2177278350750982,60.30441,-0.13619438807169595
GCN,0.01,50,0.0005,512,1593.6006,1593.600341796875,28.419937,0.46693216292901646,39.919926,0.468786358833313
GAT,0.01,50,0.0005,512,1982.9352,1982.9354248046875,33.11972,0.3350345651635376,44.53016,0.339753861228625
GraphSAGE,0.01,50,0.0005,512,754.77057,754.7706298828125,20.000238,0.7010863242622861,27.473087,0.7013931572437286
GIN,0.01,50,0.0005,512,2229.312,2229.312255859375,32.68718,0.2559087389448208,47.21559,0.32839227716128033
GCN,0.01,50,5e-05,32,1553.14,1553.1400146484375,27.920387,0.48229217418136133,39.409897,0.4841078619162242
GAT,0.01,50,5e-05,32,1299.1815,1299.1815185546875,24.985392,0.5895048424847317,36.04416,0.5959442108869553
GraphSAGE,0.01,50,5e-05,32,345.8608,345.8608093261719,13.029015,0.8670590749308261,18.597334,0.8681353032588959
GIN,0.01,50,5e-05,32,5195.811,5195.810546875,51.395584,-0.6113236400483771,72.08198,0.2580006370941798
GCN,0.01,50,5e-05,64,1327.9786,1327.978759765625,26.371674,0.5549128587287891,36.44144,0.5576622784137726
GAT,0.01,50,5e-05,64,1786.3643,1786.3641357421875,30.12787,0.3978727635463298,42.265404,0.4001791973908742
GraphSAGE,0.01,50,5e-05,64,270.5721,270.5721435546875,11.796139,0.89894196891786,16.449076,0.8998089482386907
GIN,0.01,50,5e-05,64,5065.5234,5065.52392578125,49.89589,-0.5541400897476757,71.17249,0.2978905389706294
GCN,0.01,50,5e-05,128,1430.331,1430.330810546875,26.54593,0.5198546780846854,37.819717,0.5208036104838053
GAT,0.01,50,5e-05,128,1219.0176,1219.017578125,24.648417,0.6092272406737415,34.914433,0.6113366633653641
GraphSAGE,0.01,50,5e-05,128,215.70654,215.70655822753906,10.492496,0.9184091199895067,14.686952,0.918804849187533
GIN,0.01,50,5e-05,128,5811.484,5811.4833984375,58.71166,-1.02780733132642,76.233086,-0.7900238235791525
GCN,0.01,50,5e-05,256,1347.1041,1347.10400390625,25.703684,0.5487675980196076,36.70292,0.5491614838441213
GAT,0.01,50,5e-05,256,1296.0293,1296.0294189453125,25.247665,0.588497114661104,36.00041,0.5921381860971451
GraphSAGE,0.01,50,5e-05,256,787.8223,787.8224487304688,20.343897,0.6957445595220252,28.068172,0.7033587594827017
GIN,0.01,50,5e-05,256,2326.3127,2326.312744140625,32.71268,0.2118788055399324,48.231865,0.2724208782116572
GCN,0.01,50,5e-05,512,1634.4043,1634.4044189453125,29.157425,0.44722788270210057,40.427765,0.4501800388097763
GAT,0.01,50,5e-05,512,2820.546,2820.54541015625,39.4146,0.03325604302094625,53.10881,0.055639093120892845
GraphSAGE,0.01,50,5e-05,512,655.1168,655.1168212890625,17.751665,0.7491291590083975,25.59525,0.7526303033034006
GIN,0.01,50,5e-05,512,2338.3005,2338.300537109375,32.354244,0.22575432391403663,48.355976,0.41627635061740875
GCN,0.01,100,0.05,32,1178.5372,1178.5372314453125,24.301079,0.611055983160205,34.32983,0.613641545176506
GAT,0.01,100,0.05,32,758.88715,758.8870849609375,18.046875,0.7624465758042746,27.547907,0.7632834513982137
GraphSAGE,0.01,100,0.05,32,143.34914,143.34910583496094,8.479302,0.9489887627585952,11.97285,0.949007714788119
GIN,0.01,100,0.05,32,15383.993,15383.994140625,60.11378,-3.609338910742265,124.03223,-3.4790714929501214
GCN,0.01,100,0.05,64,1114.8029,1114.802978515625,23.632872,0.6358884460755081,33.388664,0.640327031413714
GAT,0.01,100,0.05,64,804.1018,804.1017456054688,19.134672,0.7509768829652148,28.35669,0.7561448365449905
GraphSAGE,0.01,100,0.05,64,163.75124,163.751220703125,9.028768,0.9396457850881116,12.796533,0.9396894176801046
GIN,0.01,100,0.05,64,2996.6172,2996.616943359375,37.79365,0.04008114934961773,54.741367,0.391181156039238
GCN,0.01,100,0.05,128,1146.2552,1146.25537109375,24.18254,0.6239912690228122,33.85639,0.6248789678017298
GAT,0.01,100,0.05,128,797.9925,797.9924926757812,19.155092,0.7482062959798337,28.24876,0.7489118774731954
GraphSAGE,0.01,100,0.05,128,160.64189,160.64187622070312,8.929467,0.9420582268784269,12.6744585,0.9421102950970331
GIN,0.01,100,0.05,128,2509.4465,2509.44580078125,33.74413,0.20285056506791474,50.094376,0.26174646615982056
GCN,0.01,100,0.05,256,984.13794,984.1380615234375,21.934446,0.6740244198402681,31.370974,0.6752005020777384
GAT,0.01,100,0.05,256,982.3879,982.3878784179688,22.427301,0.6682943645838902,31.343067,0.6699083199103674
GraphSAGE,0.01,100,0.05,256,267.50162,267.5016174316406,11.625991,0.8998265988129962,16.355476,0.8999336808919907
GIN,0.01,100,0.05,256,1520.5997,1520.5997314453125,26.08896,0.5134031618319733,38.99487,0.6569446076949438
GCN,0.01,100,0.05,512,1102.297,1102.296875,23.926516,0.6343398744322947,33.20086,0.6386914203564326
GAT,0.01,100,0.05,512,1785.4996,1785.4996337890625,30.17467,0.395815251599484,42.255173,0.3972366750240326
GraphSAGE,0.01,100,0.05,512,189.47728,189.47727966308594,9.680177,0.9315528901768597,13.765075,0.9317150115966797
GIN,0.01,100,0.05,512,1028.2908,1028.2906494140625,20.721693,0.6822865025743071,32.066975,0.7305833399295807
GCN,0.01,100,0.005,32,1127.4127,1127.41259765625,23.443811,0.6154607782704273,33.576965,0.6160988658666611
GAT,0.01,100,0.005,32,683.3557,683.355712890625,18.059437,0.7749341804979223,26.141073,0.7780228753884634
GraphSAGE,0.01,100,0.005,32,144.62439,144.62440490722656,8.729856,0.944183405685953,12.025988,0.9443206489086151
GIN,0.01,100,0.005,32,5797.8438,5797.84423828125,60.242153,-0.9833393401600089,76.14357,-0.22150369981924692
GCN,0.01,100,0.005,64,1055.8285,1055.8284912109375,23.014992,0.6585785412341333,32.493515,0.6595856448014578
GAT,0.01,100,0.005,64,1889.5065,1889.50634765625,29.18461,0.4160686907036008,43.468452,0.5413484821716944
GraphSAGE,0.01,100,0.005,64,133.39441,133.39439392089844,8.389823,0.9507736262791839,11.54965,0.9507856220006943
GIN,0.01,100,0.005,64,4242.196,4242.19580078125,44.220856,-0.37732147352065476,65.13214,-0.24388638138771057
GCN,0.01,100,0.005,128,1068.8815,1068.88134765625,23.09562,0.6517318959033989,32.693752,0.6523682425419489
GAT,0.01,100,0.005,128,544.22736,544.227294921875,16.264458,0.8203654852879781,23.32868,0.8226237197717031
GraphSAGE,0.01,100,0.005,128,191.7465,191.7465057373047,9.494632,0.9322020498000634,13.847257,0.9322224805752436
GIN,0.01,100,0.005,128,1015.4284,1015.4282836914062,22.091124,0.648152128771125,31.865788,0.653154323498408
GCN,0.01,100,0.005,256,938.62744,938.62744140625,22.412294,0.696863606170695,30.637028,0.721232995390892
GAT,0.01,100,0.005,256,1383.3495,1383.3494873046875,26.477533,0.5499290124106827,37.193405,0.5520196159680685
GraphSAGE,0.01,100,0.005,256,146.45044,146.45045471191406,8.729319,0.9473427675110319,12.101671,0.9473626216252645
GIN,0.01,100,0.005,256,14994.113,14994.11328125,71.2978,-3.4997521639153586,122.450455,-2.451211462418238
GCN,0.01,100,0.005,512,1283.6715,1283.6715087890625,25.304367,0.5758533044568928,35.82836,0.576177234450976
GAT,0.01,100,0.005,512,1974.4628,1974.4627685546875,33.996128,0.33014941153527827,44.43493,0.3336933106184006
GraphSAGE,0.01,100,0.005,512,178.8011,178.8011016845703,9.465453,0.9348801665808725,13.371653,0.9349680791298548
GIN,0.01,100,0.005,512,1644.2106,1644.2105712890625,26.8327,0.41764818622389677,40.548866,0.46765442192554474
GCN,0.01,100,0.0005,32,1093.2506,1093.2506103515625,24.024446,0.6296316716864162,33.06434,0.6318179766337076
GAT,0.01,100,0.0005,32,1174.7313,1174.7313232421875,23.497313,0.6315514579205995,34.274353,0.6340559224287668
GraphSAGE,0.01,100,0.0005,32,181.53392,181.533935546875,9.150803,0.9308027111339637,13.473453,0.93085448940595
GIN,0.01,100,0.0005,32,2708.589,2708.5888671875,38.00986,0.08446505179038588,52.044106,0.3010028004646301
GCN,0.01,100,0.0005,64,1155.4796,1155.4793701171875,24.460436,0.6151233836628189,33.992348,0.618179107705752
GAT,0.01,100,0.0005,64,943.8659,943.865966796875,19.270756,0.7064947249803493,30.7224,0.7146383176247278
GraphSAGE,0.01,100,0.0005,64,171.59717,171.59719848632812,9.345142,0.9369817862680921,13.09951,0.9370138794183731
GIN,0.01,100,0.0005,64,3724.8142,3724.81396484375,41.590595,-0.17675876053346873,61.031258,0.3068873683611552
GCN,0.01,100,0.0005,128,1121.8827,1121.882568359375,23.822557,0.6351170888873517,33.49452,0.6359803676605225
GAT,0.01,100,0.0005,128,740.9324,740.9324340820312,18.743969,0.760870071020845,27.220074,0.7634880294402441
GraphSAGE,0.01,100,0.0005,128,122.92292,122.92292785644531,7.8047824,0.955004290727293,11.087061,0.9550220966339111
GIN,0.01,100,0.0005,128,1848.0148,1848.0146484375,29.993341,0.38815333334352514,42.98854,0.3956081320842107
GCN,0.01,100,0.0005,256,981.5039,981.5039672851562,20.87762,0.6875782444575175,31.328962,0.7001885225375494
GAT,0.01,100,0.0005,256,1478.4735,1478.473388671875,25.531921,0.5472191387789325,38.450924,0.5491454899311066
GraphSAGE,0.01,100,0.0005,256,238.80725,238.80722045898438,10.620481,0.9056007922740075,15.453389,0.9056970477104187
GIN,0.01,100,0.0005,256,2393.5981,2393.59814453125,32.44724,0.20842082405297258,48.92441,0.2502151181300481
GCN,0.01,100,0.0005,512,1322.4408,1322.440673828125,25.056524,0.5605341599347896,36.36538,0.5639430433511734
GAT,0.01,100,0.0005,512,2148.8499,2148.849609375,33.487263,0.2668562445871169,46.35569,0.26702916622161865
GraphSAGE,0.01,100,0.0005,512,241.06181,241.06179809570312,11.121079,0.9072533723658013,15.526165,0.9073271205027899
GIN,0.01,100,0.0005,512,42962.637,42962.62890625,52.4241,-11.111118396687806,207.2743,-10.803732941548029
GCN,0.01,100,5e-05,32,1126.0067,1126.006591796875,23.58452,0.6300300707159692,33.556023,0.6313378661870956
GAT,0.01,100,5e-05,32,1163.7001,1163.7000732421875,22.92568,0.6250788042980523,34.11305,0.6254404137531916
GraphSAGE,0.01,100,5e-05,32,159.4424,159.44239807128906,9.121295,0.9409349311843654,12.62705,0.941022922595342
GIN,0.01,100,5e-05,32,3068.4207,3068.421142578125,39.49405,-0.0082957665985079,55.393326,0.35277705391248065
GCN,0.01,100,5e-05,64,1100.7397,1100.7396240234375,23.25268,0.6463382430366736,33.1774,0.6485098749399185
GAT,0.01,100,5e-05,64,860.9172,860.9171142578125,19.171242,0.7290623143392497,29.34139,0.7292195409536362
GraphSAGE,0.01,100,5e-05,64,142.33757,142.33758544921875,8.517077,0.947791038802473,11.930531,0.9478342334429423
GIN,0.01,100,5e-05,64,2571.236,2571.236083984375,38.805443,0.11101381236760914,50.707355,0.23590046167373657
GCN,0.01,100,5e-05,128,1118.3878,1118.3878173828125,23.302858,0.6322824143577327,33.442307,0.6327627251545588
GAT,0.01,100,5e-05,128,1330.111,1330.1109619140625,25.238302,0.5870411801765029,36.470688,0.5962667912244797
GraphSAGE,0.01,100,5e-05,128,199.53444,199.53443908691406,9.773954,0.9246547425938535,14.125666,0.9246895958979925
GIN,0.01,100,5e-05,128,2010.6064,2010.6065673828125,31.419487,0.3123643824423647,44.839787,0.4032212197780609
GCN,0.01,100,5e-05,256,733.1514,733.1515502929688,19.39614,0.7685613541639157,27.076769,0.7843579401572546
GAT,0.01,100,5e-05,256,1173.0443,1173.04443359375,22.910934,0.6116302193331248,34.249733,0.6122041841348013
GraphSAGE,0.01,100,5e-05,256,260.5497,260.5497131347656,11.483148,0.895955554867983,16.141552,0.8960979878902435
GIN,0.01,100,5e-05,256,1442.5765,1442.57666015625,24.76914,0.5505295129675136,37.981266,0.65020618836085
GCN,0.01,100,5e-05,512,1223.1571,1223.15673828125,24.748177,0.60097822012817,34.973663,0.6013882209857305
GAT,0.01,100,5e-05,512,2242.8328,2242.83251953125,34.360928,0.24104893279917897,47.358555,0.24211760858694711
GraphSAGE,0.01,100,5e-05,512,149.88557,149.88558959960938,8.623371,0.9456933303457666,12.242777,0.9457406997680664
GIN,0.01,100,5e-05,512,2219.6401,2219.64013671875,31.977896,0.29493420318028646,47.113056,0.3133521129687627
GCN,0.01,250,0.05,32,772.3558,772.355712890625,20.022831,0.7432085017161779,27.79129,0.7526120642820994
GAT,0.01,250,0.05,32,927.25275,927.2528076171875,20.714582,0.7041824515367384,30.450825,0.7057375560204188
GraphSAGE,0.01,250,0.05,32,58.820835,58.820838928222656,5.631106,0.9794696841847914,7.669474,0.9797659615675608
GIN,0.01,250,0.05,32,529.82574,529.8258056640625,16.453274,0.8193821981925078,23.017944,0.8386427809794744
GCN,0.01,250,0.05,64,551.37524,551.3753662109375,16.17966,0.82908461430383,23.48138,0.8296924183766047
GAT,0.01,250,0.05,64,595.52136,595.5214233398438,15.4953985,0.8178544151812615,24.403307,0.817964548865954
GraphSAGE,0.01,250,0.05,64,37.00165,37.00165557861328,4.4229937,0.987471407186435,6.082898,0.9879999061425527
GIN,0.01,250,0.05,64,561.4388,561.438720703125,16.08138,0.8156024370875569,23.6947,0.8218104292949041
GCN,0.01,250,0.05,128,830.54913,830.5491333007812,20.982073,0.7375333354464075,28.81925,0.7817964553833008
GAT,0.01,250,0.05,128,750.978,750.9779663085938,18.839596,0.7511271380226899,27.403978,0.758950466910998
GraphSAGE,0.01,250,0.05,128,43.965485,43.965484619140625,4.7985096,0.985283912812509,6.630647,0.9858129372199377
GIN,0.01,250,0.05,128,1220.434,1220.4337158203125,22.778322,0.6249243414989103,34.93471,0.664180651307106
GCN,0.01,250,0.05,256,486.35123,486.35113525390625,15.160319,0.8509064661044324,22.053371,0.8523570547501246
GAT,0.01,250,0.05,256,1397.4237,1397.4237060546875,23.730293,0.5453957550567475,37.38213,0.5456539044777552
GraphSAGE,0.01,250,0.05,256,187.51994,187.5199432373047,9.862928,0.9333081340836068,13.693792,0.9393165657917658
GIN,0.01,250,0.05,256,86.978485,86.97848510742188,6.5749516,0.9707114794025516,9.326225,0.9717420140902201
GCN,0.01,250,0.05,512,886.27484,886.2748413085938,21.742126,0.7203249998170475,29.770369,0.7531519730885824
GAT,0.01,250,0.05,512,1978.874,1978.874267578125,30.008379,0.32886996193601453,44.484535,0.33043213685353595
GraphSAGE,0.01,250,0.05,512,84.16123,84.16123962402344,6.5433135,0.971208178794488,9.1739435,0.9721651474634806
GIN,0.01,250,0.05,512,87.32221,87.32220458984375,5.981338,0.9731725807970797,9.344635,0.9767249226570129
GCN,0.01,250,0.005,32,675.4701,675.4701538085938,18.719168,0.779345486785882,25.989807,0.7796417971452078
GAT,0.01,250,0.005,32,1444.2379,1444.23779296875,24.926794,0.4906167223423165,38.00313,0.49149144689242047
GraphSAGE,0.01,250,0.005,32,75.476524,75.47652435302734,6.2029343,0.9735522633181132,8.687722,0.9737338920434316
GIN,0.01,250,0.005,32,522.2777,522.2776489257812,15.550099,0.8223203679509766,22.853395,0.8256346980730692
GCN,0.01,250,0.005,64,817.6328,817.6328125,20.647902,0.7321338820605096,28.59428,0.7381121714909872
GAT,0.01,250,0.005,64,732.708,732.7080078125,16.407293,0.7628405642417198,27.06858,0.76285520195961
GraphSAGE,0.01,250,0.005,64,73.13147,73.1314697265625,6.1047573,0.9745546459070149,8.551694,0.9745687544345856
GIN,0.01,250,0.005,64,140.34117,140.34117126464844,8.345888,0.9506657388500002,11.846568,0.9545813947916031
GCN,0.01,250,0.005,128,667.8727,667.8726806640625,17.978813,0.7861855300134489,25.843233,0.7865080336729685
GAT,0.01,250,0.005,128,733.2395,733.2395629882812,16.389454,0.771861586404165,27.078396,0.7736643751462301
GraphSAGE,0.01,250,0.005,128,52.23625,52.23625183105469,5.145422,0.9827265273649558,7.227465,0.983868290980657
GIN,0.01,250,0.005,128,124.09492,124.09490966796875,7.834259,0.9589065553940603,11.13979,0.9635797987381617
GCN,0.01,250,0.005,256,421.4957,421.49566650390625,14.18093,0.8681808253484943,20.530361,0.8691297173500061
GAT,0.01,250,0.005,256,784.9614,784.9613037109375,18.623877,0.7485143363452771,28.017162,0.74963907400767
GraphSAGE,0.01,250,0.005,256,130.35971,130.35971069335938,8.019804,0.9477452886065748,11.417518,0.9478460898001989
GIN,0.01,250,0.005,256,123.91796,123.91796112060547,7.738276,0.9604560399940566,11.1318445,0.963749885559082
GCN,0.01,250,0.005,512,550.022,550.02197265625,16.110182,0.8292992816426925,23.452547,0.830802728732427
GAT,0.01,250,0.005,512,918.5253,918.5252075195312,20.968979,0.7017230771262484,30.307182,0.7037759323914846
GraphSAGE,0.01,250,0.005,512,73.08246,73.08245086669922,6.053116,0.9741966539129326,8.548828,0.9742450912793478
GIN,0.01,250,0.005,512,1948.9037,1948.903564453125,31.731256,0.3943888528516002,44.14639,0.4774583379427592
GCN,0.01,250,0.0005,32,852.2378,852.2379150390625,20.386742,0.7208045750997867,29.193111,0.7222169687350591
GAT,0.01,250,0.0005,32,583.0322,583.0322265625,15.93534,0.8108844127567497,24.14606,0.8109371662139893
GraphSAGE,0.01,250,0.0005,32,70.95103,70.9510269165039,6.0195613,0.9746123649194772,8.4232435,0.9747336407502493
GIN,0.01,250,0.0005,32,787.9194,787.9193115234375,19.163778,0.7391826772823907,28.069902,0.7739366044600805
GCN,0.01,250,0.0005,64,617.15924,617.1592407226562,16.80563,0.8103749457964226,24.84269,0.8111235350370407
GAT,0.01,250,0.0005,64,743.6867,743.6866455078125,16.30929,0.7694724160360417,27.27062,0.7698721090952555
GraphSAGE,0.01,250,0.0005,64,35.076263,35.07625961303711,4.0875177,0.9886813993164486,5.9225216,0.9887902935345968
GIN,0.01,250,0.0005,64,242.99072,242.99069213867188,11.126039,0.9152817249317087,15.58816,0.9167678405841192
GCN,0.01,250,0.0005,128,750.5674,750.5673217773438,19.012762,0.7595376147742913,27.396484,0.7641080816586813
GAT,0.01,250,0.0005,128,840.2781,840.278076171875,20.272064,0.7348606042421539,28.98755,0.7370268950859705
GraphSAGE,0.01,250,0.0005,128,37.856613,37.85661315917969,4.2868443,0.9875854019839231,6.152773,0.9880172610282898
GIN,0.01,250,0.0005,128,121.923164,121.92315673828125,7.6751328,0.9570180409872614,11.0418825,0.9597822825113932
GCN,0.01,250,0.0005,256,459.8583,459.85833740234375,14.921802,0.8558402215127866,21.444307,0.8563511570294698
GAT,0.01,250,0.0005,256,786.16425,786.1642456054688,17.800787,0.7547974029927994,28.03862,0.7548397680123647
GraphSAGE,0.01,250,0.0005,256,164.76172,164.76171875,9.0022135,0.930279369823921,12.835954,0.9303559909264246
GIN,0.01,250,0.0005,256,459.62637,459.6263122558594,14.159862,0.8429348281971114,21.438898,0.8546527276436487
GCN,0.01,250,0.0005,512,699.71783,699.7178955078125,18.796751,0.7792256531349023,26.45218,0.785055935382843
GAT,0.01,250,0.0005,512,1062.0826,1062.082763671875,22.8234,0.6590674368553324,32.58961,0.6591414560874304
GraphSAGE,0.01,250,0.0005,512,104.56513,104.56513977050781,7.228603,0.9607700168810244,10.225709,0.9608752777179083
GIN,0.01,250,0.0005,512,1091.8184,1091.818359375,11.107319,0.6222117431525415,33.042675,0.6276889642079672
GCN,0.01,250,5e-05,32,915.57477,915.5747680664062,21.768534,0.7007662925950334,30.258467,0.7011448989311854
GAT,0.01,250,5e-05,32,664.74164,664.7415771484375,16.89049,0.7813092414612646,25.782583,0.7834899723529816
GraphSAGE,0.01,250,5e-05,32,68.58351,68.5835189819336,6.0237384,0.975562262866246,8.281516,0.9756568570931753
GIN,0.01,250,5e-05,32,602.8033,602.8034057617188,17.034277,0.7938954104720574,24.552053,0.7954918344815572
GCN,0.01,250,5e-05,64,556.8708,556.8707275390625,16.871649,0.81951927686751,23.59811,0.8201270798842112
GAT,0.01,250,5e-05,64,1035.9395,1035.939453125,21.561651,0.6717565091230754,32.186012,0.6811800003051758
GraphSAGE,0.01,250,5e-05,64,46.623257,46.623260498046875,4.9414353,0.9841759338447131,6.8281226,0.9846947640180588
GIN,0.01,250,5e-05,64,353.2847,353.2846984863281,13.40305,0.8819560012880435,18.79587,0.8870696425437927
GCN,0.01,250,5e-05,128,626.6797,626.6796264648438,17.289835,0.8012683402499028,25.033571,0.8019797553618749
GAT,0.01,250,5e-05,128,494.9648,494.9648132324219,13.803009,0.8427061685285295,22.247805,0.842710499962171
GraphSAGE,0.01,250,5e-05,128,31.5394,31.539398193359375,4.0525823,0.9895312039004839,5.615995,0.9896487444639206
GIN,0.01,250,5e-05,128,193.40735,193.4073486328125,9.592063,0.9331563054099585,13.907097,0.9442965189615885
GCN,0.01,250,5e-05,256,313.77585,313.77587890625,12.104421,0.9013894222485271,17.713718,0.9027241269747416
GAT,0.01,250,5e-05,256,901.3824,901.3824462890625,20.61622,0.7093347424390418,30.023031,0.7288389305273691
GraphSAGE,0.01,250,5e-05,256,185.76888,185.76889038085938,9.151797,0.9259845472168785,13.629705,0.9260244915882746
GIN,0.01,250,5e-05,256,68.121445,68.12144470214844,5.8871117,0.9772372963462908,8.2535715,0.9786964307228724
GCN,0.01,250,5e-05,512,890.27435,890.2744140625,20.473207,0.7225621046420015,29.837465,0.7603751917680105
GAT,0.01,250,5e-05,512,882.9003,882.900390625,20.869421,0.7093843271860049,29.713638,0.7106243073940277
GraphSAGE,0.01,250,5e-05,512,65.82869,65.82869720458984,5.816456,0.9783694134954485,8.113488,0.9800174931685129
GIN,0.01,250,5e-05,512,91.44321,91.44319152832031,6.37368,0.9701054229788139,9.562594,0.9728796929121017
GCN,0.01,500,0.05,32,428.92346,428.92340087890625,14.876182,0.8602094561448039,20.710468,0.8633180856704712
GAT,0.01,500,0.05,32,506.90616,506.90625,14.568114,0.8343010723496137,22.514576,0.8343177139759064
GraphSAGE,0.01,500,0.05,32,38.91065,38.91064453125,4.50823,0.9867934008193285,6.23784,0.9870722144842148
GIN,0.01,500,0.05,32,117.771324,117.77132415771484,7.8418922,0.9568033923041385,10.85225,0.9570944954951605
GCN,0.01,500,0.05,64,307.82812,307.8280944824219,12.323005,0.9026373670329776,17.54503,0.9028801719347636
GAT,0.01,500,0.05,64,457.43018,457.4301452636719,13.015929,0.8529718347901634,21.387617,0.8539306620756785
GraphSAGE,0.01,500,0.05,64,37.420925,37.42092514038086,4.405245,0.9881291778799612,6.1172647,0.9892335087060928
GIN,0.01,500,0.05,64,60.615738,60.6157341003418,5.499439,0.9797637277000871,7.785611,0.9798803428808848
GCN,0.01,500,0.05,128,267.3881,267.3880920410156,11.563884,0.9152422172008,16.352005,0.9175422688325247
GAT,0.01,500,0.05,128,422.0892,422.0891418457031,10.521424,0.8749430281451285,20.54481,0.8749907861153284
