Model,Learning Rate,Epochs,Weight Decay,Hidden Channels,MSE,Torch MSE,MAE,R2,RMSE,EV Score
GraphSAGE,0.001,50,0.005,512,183.66992,183.669921875,9.63501,0.9357570772865955,13.552487,0.9364463438590368
GIN,0.001,50,0.005,512,6356.502,6356.5029296875,55.344425,-0.9468365228582193,79.72768,0.20793859163920084
GCN,0.001,50,0.0005,32,2154.8147,2154.814697265625,34.134113,0.23466104625132242,46.419983,0.24449423948923746
GAT,0.001,50,0.0005,32,2164.618,2164.617919921875,33.66119,0.25623866509702714,46.525455,0.25817036132017773
GraphSAGE,0.001,50,0.0005,32,1377.6403,1377.640380859375,27.591608,0.5068690392605878,37.116577,0.5206091403961182
GIN,0.001,50,0.0005,32,7246.4395,7246.43994140625,58.163483,-1.250349079426347,85.12602,0.03502209981282552
GCN,0.001,50,0.0005,64,2157.2068,2157.206787109375,33.922226,0.25231464201540726,46.44574,0.2558327416578929
GAT,0.001,50,0.0005,64,2066.03,2066.029541015625,32.3448,0.2983837968559514,45.4536,0.3025307059288025
GraphSAGE,0.001,50,0.0005,64,769.2969,769.2969360351562,20.448153,0.707598818133433,27.736202,0.7107421259085337
GIN,0.001,50,0.0005,64,7096.2544,7096.25439453125,57.701767,-1.203496547229882,84.239265,0.05463714897632599
GCN,0.001,50,0.0005,128,1786.8258,1786.82568359375,30.306038,0.4036647074284021,42.270863,0.4069099426269531
GAT,0.001,50,0.0005,128,1515.4371,1515.43701171875,28.40748,0.5089212360948452,38.928616,0.5147444605827332
GraphSAGE,0.001,50,0.0005,128,448.51944,448.5194396972656,15.407033,0.83219152054758,21.178278,0.8346057534217834
GIN,0.001,50,0.0005,128,6852.2266,6852.22607421875,56.985126,-1.1267468366984694,82.778175,0.08653297026952107
GCN,0.001,50,0.0005,256,1673.2223,1673.2222900390625,29.127344,0.439175685363447,40.90504,0.4428473114967346
GAT,0.001,50,0.0005,256,1161.6569,1161.6568603515625,22.436783,0.6064608820298789,34.083088,0.6067807277043661
GraphSAGE,0.001,50,0.0005,256,282.32224,282.3222351074219,12.148778,0.8938240513643376,16.802446,0.894999772310257
GIN,0.001,50,0.0005,256,6378.721,6378.72119140625,55.466297,-0.9669591866368691,79.8669,0.17103969057401022
GCN,0.001,50,0.0005,512,1540.1514,1540.1512451171875,27.966024,0.4865948190435989,39.244762,0.48889489968617755
GAT,0.001,50,0.0005,512,1700.0059,1700.00537109375,28.701525,0.4118873634687976,41.23113,0.41443060835202533
GraphSAGE,0.001,50,0.0005,512,190.32048,190.32046508789062,9.837189,0.9339664457349258,13.795669,0.9343540171782175
GIN,0.001,50,0.0005,512,4833.734,4833.734375,49.8165,-0.5052352903624311,69.52506,0.29466552038987476
GCN,0.001,50,5e-05,32,2311.1372,2311.13720703125,34.970238,0.19371147100320837,48.074287,0.20516147216161093
GAT,0.001,50,5e-05,32,1940.8286,1940.8284912109375,31.225317,0.3294422836046092,44.054836,0.33153699338436127
GraphSAGE,0.001,50,5e-05,32,1587.248,1587.248046875,29.272657,0.4158739289805257,39.840282,0.4256679266691208
GIN,0.001,50,5e-05,32,7330.9097,7330.9091796875,58.53825,-1.280281773614374,85.620735,0.0215224822362264
GCN,0.001,50,5e-05,64,1979.9403,1979.9404296875,33.54883,0.31844665779469894,44.49652,0.33674543102582294
GAT,0.001,50,5e-05,64,1805.4838,1805.48388671875,30.181038,0.3962940563157049,42.490986,0.39880460997422534
GraphSAGE,0.001,50,5e-05,64,1007.0964,1007.0963745117188,23.033457,0.6445925972997973,31.734781,0.6510676940282186
GIN,0.001,50,5e-05,64,7205.356,7205.3564453125,58.12711,-1.2404386613521194,84.88437,0.03980731467405955
GCN,0.001,50,5e-05,128,1773.3925,1773.3924560546875,30.53716,0.3950093280205936,42.111668,0.4039480636517207
GAT,0.001,50,5e-05,128,1977.8198,1977.8197021484375,31.94295,0.3081986801588653,44.472687,0.3216692904631297
GraphSAGE,0.001,50,5e-05,128,574.50903,574.5090942382812,17.359484,0.78332296899719,23.968918,0.7847079038619995
GIN,0.001,50,5e-05,128,6975.7563,6975.75537109375,57.422302,-1.1645181070912514,83.520996,0.07544447481632233
GCN,0.001,50,5e-05,256,1679.6904,1679.6904296875,29.014105,0.4408365171262724,40.984028,0.44443318744500476
GAT,0.001,50,5e-05,256,947.85834,947.8583984375,21.655489,0.698495129097596,30.787308,0.6989554564158121
GraphSAGE,0.001,50,5e-05,256,308.80862,308.80865478515625,12.713153,0.8880856350427018,17.572952,0.8890742311875025
GIN,0.001,50,5e-05,256,5549.1523,5549.15283203125,51.93897,-0.7151694648042101,74.49263,0.18893580635388693
GCN,0.001,50,5e-05,512,1558.2217,1558.2216796875,27.825998,0.4807754654214367,39.474316,0.4830660919348399
GAT,0.001,50,5e-05,512,1313.158,1313.157958984375,23.84323,0.5647680196702888,36.237522,0.5655382027228674
GraphSAGE,0.001,50,5e-05,512,191.81897,191.81900024414062,9.913624,0.9333938399742244,13.849873,0.9339589923620224
GIN,0.001,50,5e-05,512,5475.4077,5475.40771484375,52.522263,-0.708930914231029,73.995995,0.1980523020029068
GCN,0.001,100,0.05,32,1845.6676,1845.667724609375,30.994135,0.3839882924225228,42.961235,0.3857264717419942
GAT,0.001,100,0.05,32,1672.1127,1672.112548828125,29.551239,0.4234524586476376,40.891476,0.42568521201610565
GraphSAGE,0.001,100,0.05,32,663.1827,663.1826171875,18.545177,0.7577621835605113,25.752333,0.7579637269179026
GIN,0.001,100,0.05,32,7191.2056,7191.2060546875,58.351902,-1.2330230510410536,84.80098,0.046361987789471946
GCN,0.001,100,0.05,64,1656.3759,1656.375732421875,29.145742,0.4458851625599302,40.698597,0.4474845578273137
GAT,0.001,100,0.05,64,748.0629,748.0628662109375,19.011686,0.7623782152575397,27.350739,0.7626878569523493
GraphSAGE,0.001,100,0.05,64,378.92957,378.9295349121094,14.110417,0.8548476655913335,19.466114,0.854919304450353
GIN,0.001,100,0.05,64,6772.9062,6772.90625,56.739285,-1.08981954114102,82.29767,0.12412777543067932
GCN,0.001,100,0.05,128,1561.6528,1561.6529541015625,28.088034,0.4788583737635164,39.517754,0.48029498755931854
GAT,0.001,100,0.05,128,1013.8549,1013.8548583984375,20.999014,0.6800366568690173,31.84109,0.6800872931877772
GraphSAGE,0.001,100,0.05,128,229.98518,229.98513793945312,10.809381,0.918223530315652,15.165262,0.9182491054137548
GIN,0.001,100,0.05,128,6577.9575,6577.95751953125,56.37479,-1.0281567741789563,81.10461,0.15690315763155618
GCN,0.001,100,0.05,256,1359.0344,1359.034423828125,26.238617,0.5455945798098875,36.865086,0.5466394225756327
GAT,0.001,100,0.05,256,697.4765,697.4765625,16.760565,0.7817911238782301,26.40978,0.7819265524546305
GraphSAGE,0.001,100,0.05,256,111.44288,111.44287109375,7.548533,0.9620474295337157,10.556651,0.9620897074540457
GIN,0.001,100,0.05,256,5596.353,5596.35302734375,53.576553,-0.7365208771874686,74.80878,0.26867392659187317
GCN,0.001,100,0.05,512,1209.6399,1209.6400146484375,24.686956,0.6015084782171345,34.779877,0.6028975248336792
GAT,0.001,100,0.05,512,801.9075,801.907470703125,18.225595,0.7527629275103784,28.31797,0.7566401362419128
GraphSAGE,0.001,100,0.05,512,56.559006,56.55900573730469,5.352037,0.9810270397361885,7.520572,0.981054350733757
GIN,0.001,100,0.05,512,4217.4956,4217.4951171875,47.337475,-0.30497482243447077,64.942245,0.4235610067844391
GCN,0.001,100,0.005,32,1807.7407,1807.7408447265625,30.503426,0.39433511862234344,42.517536,0.39541443685690564
GAT,0.001,100,0.005,32,1766.6007,1766.6004638671875,30.1634,0.4191024736702981,42.03095,0.4203139543533325
GraphSAGE,0.001,100,0.005,32,848.9602,848.9602661132812,21.681326,0.6774615367551023,29.13692,0.6796570718288422
GIN,0.001,100,0.005,32,7280.0566,7280.05615234375,58.4014,-1.262595034760417,85.32325,0.032347217202186584
GCN,0.001,100,0.005,64,1655.998,1655.9979248046875,29.190193,0.44227276498967033,40.693954,0.4440818776686986
GAT,0.001,100,0.005,64,1297.5642,1297.564208984375,25.078697,0.595049093316228,36.021717,0.6009940604368845
GraphSAGE,0.001,100,0.005,64,353.85764,353.8576354980469,13.612086,0.8627246731556694,18.811104,0.8628562241792679
GIN,0.001,100,0.005,64,6162.8945,6162.89501953125,54.353558,-0.8962896577914922,78.504105,0.16947627564271292
GCN,0.001,100,0.005,128,1528.5316,1528.531494140625,27.6212,0.4928165158660966,39.09644,0.4945441037416458
GAT,0.001,100,0.005,128,1484.7994,1484.799560546875,26.315321,0.4762547190758643,38.533096,0.4770084222157796
GraphSAGE,0.001,100,0.005,128,208.82568,208.82566833496094,10.298657,0.924943262401691,14.450802,0.9249651233355204
GIN,0.001,100,0.005,128,6022.467,6022.46728515625,54.474277,-0.856362779490958,77.60455,0.21977278590202332
GCN,0.001,100,0.005,256,1392.6268,1392.626708984375,26.456179,0.5376761766658545,37.317917,0.5385277966658274
GAT,0.001,100,0.005,256,916.03955,916.0397338867188,19.98679,0.72058275478989,30.266146,0.7219245185454687
GraphSAGE,0.001,100,0.005,256,97.29113,97.29112243652344,7.0331016,0.9668186377503339,9.8636265,0.9668482740720113
GIN,0.001,100,0.005,256,3811.1394,3811.139404296875,44.690872,-0.28889947667120447,61.734425,0.17242902020613352
GCN,0.001,100,0.005,512,1164.7775,1164.7774658203125,24.00794,0.6170940559307013,34.128838,0.617639571428299
GAT,0.001,100,0.005,512,545.47784,545.4778442382812,14.189382,0.8365227312668876,23.355467,0.8369823197523752
GraphSAGE,0.001,100,0.005,512,51.90674,51.906742095947266,5.14344,0.9826936515808548,7.204633,0.9828679710626602
GIN,0.001,100,0.005,512,4563.188,4563.1875,49.423843,-0.40448038113476154,67.55138,0.386649822195371
GCN,0.001,100,0.0005,32,1983.8268,1983.82666015625,32.70992,0.32479737125904745,44.54017,0.32689909636974335
GAT,0.001,100,0.0005,32,1097.8446,1097.8446044921875,23.691147,0.6421507534216527,33.13374,0.643573005994161
GraphSAGE,0.001,100,0.0005,32,768.47046,768.4705200195312,20.050413,0.7088920457358978,27.7213,0.7102767080068588
GIN,0.001,100,0.0005,32,7129.2812,7129.28173828125,57.954224,-1.2106788751506883,84.435074,0.05763348937034607
GCN,0.001,100,0.0005,64,1674.8247,1674.8245849609375,29.432434,0.43578569451193677,40.92462,0.4374655882517497
GAT,0.001,100,0.0005,64,922.90546,922.9053955078125,21.77519,0.7017852153189618,30.379358,0.7042284856239954
GraphSAGE,0.001,100,0.0005,64,359.6598,359.6597595214844,13.695737,0.8652873933600688,18.964699,0.8653840074936548
GIN,0.001,100,0.0005,64,6601.6562,6601.65673828125,55.968006,-1.033619236169919,81.25058,0.13626450300216675
GCN,0.001,100,0.0005,128,1585.1512,1585.1512451171875,28.417486,0.47144370700161947,39.813957,0.4728787988424301
GAT,0.001,100,0.0005,128,1130.4779,1130.47802734375,22.670301,0.6604074475411118,33.62258,0.6614232858022054
GraphSAGE,0.001,100,0.0005,128,201.7362,201.7362060546875,10.013847,0.9256270355375332,14.203387,0.9256662478049597
GIN,0.001,100,0.0005,128,6066.92,6066.91943359375,55.16753,-0.8793827192013306,77.890434,0.19621263444423676
GCN,0.001,100,0.0005,256,1416.7106,1416.7108154296875,26.745691,0.5277614681127761,37.639217,0.5288717945416769
GAT,0.001,100,0.0005,256,1421.4479,1421.4481201171875,24.79902,0.5032980408031998,37.702095,0.5042710999647776
GraphSAGE,0.001,100,0.0005,256,109.95709,109.95708465576172,7.440327,0.9613779959172319,10.486043,0.9614219119151434
GIN,0.001,100,0.0005,256,4507.604,4507.603515625,47.71739,-0.38756004535395555,67.138695,0.3551288843154907
GCN,0.001,100,0.0005,512,1188.0753,1188.0753173828125,24.48471,0.6076403244048784,34.468468,0.6084917932748795
GAT,0.001,100,0.0005,512,618.3414,618.3413696289062,16.384018,0.8041806658002087,24.86647,0.8057874739170074
GraphSAGE,0.001,100,0.0005,512,47.5389,47.53889465332031,4.8558908,0.9841347368318175,6.894846,0.984141930937767
GIN,0.001,100,0.0005,512,4064.6477,4064.647705078125,46.83069,-0.29191143097033884,63.75459,0.34392347435156506
GCN,0.001,100,5e-05,32,1873.8158,1873.8160400390625,31.469034,0.37422784010306404,43.287594,0.3760635008414586
GAT,0.001,100,5e-05,32,829.9653,829.96533203125,20.48736,0.7293989218610418,28.809118,0.7298315018415451
GraphSAGE,0.001,100,5e-05,32,566.71124,566.7112426757812,17.3085,0.7831013139713089,23.805698,0.7836639334758123
GIN,0.001,100,5e-05,32,7310.9937,7310.99365234375,58.55385,-1.274765627102884,85.50435,0.026217664281527202
GCN,0.001,100,5e-05,64,1670.9115,1670.91162109375,29.297026,0.44410148791668763,40.876785,0.4459344744682312
GAT,0.001,100,5e-05,64,1600.9824,1600.9825439453125,26.939104,0.45190450488673567,40.01228,0.45226232210795086
GraphSAGE,0.001,100,5e-05,64,360.28296,360.2829895019531,13.723746,0.8671769080391543,18.981121,0.8673369983832041
GIN,0.001,100,5e-05,64,6558.4243,6558.42529296875,56.23315,-1.0253363391887753,80.9841,0.13465866446495056
GCN,0.001,100,5e-05,128,1529.4384,1529.438232421875,27.830423,0.49361742064610487,39.108036,0.49550765256086987
GAT,0.001,100,5e-05,128,1392.022,1392.0218505859375,25.229462,0.5275313998431846,37.30981,0.5286198308070501
GraphSAGE,0.001,100,5e-05,128,231.71112,231.7111358642578,10.759602,0.9156245209256478,15.22206,0.9156547884146372
GIN,0.001,100,5e-05,128,5555.479,5555.4794921875,52.639088,-0.7091717493529264,74.53509,0.25053735077381134
GCN,0.001,100,5e-05,256,1395.3315,1395.331787109375,26.47068,0.5337056286308073,37.354137,0.5346010029315948
GAT,0.001,100,5e-05,256,954.6138,954.6136474609375,20.9039,0.7000723388720834,30.896824,0.7002836167812347
GraphSAGE,0.001,100,5e-05,256,120.11221,120.11219787597656,7.8257084,0.958183567137122,10.959572,0.9582023322582245
GIN,0.001,100,5e-05,256,5293.868,5293.8681640625,51.608154,-0.6109428682337982,72.75897,0.333953117330869
GCN,0.001,100,5e-05,512,1189.4904,1189.490478515625,24.16181,0.6083842570723393,34.48899,0.6086220691601435
GAT,0.001,100,5e-05,512,839.7369,839.7368774414062,18.621752,0.7476267566818025,28.978214,0.7525360484917959
GraphSAGE,0.001,100,5e-05,512,56.078175,56.07817459106445,5.3007226,0.9810430911664137,7.4885364,0.9811621208985647
GIN,0.001,100,5e-05,512,5098.441,5098.4404296875,50.89183,-0.563232440484621,71.403366,0.32947870592276257
GCN,0.001,250,0.05,32,1512.4989,1512.4989013671875,27.66343,0.49774591332270823,38.890858,0.49898188312848407
GAT,0.001,250,0.05,32,1433.1846,1433.184326171875,24.904974,0.48943135497783047,37.857426,0.4903712719678879
GraphSAGE,0.001,250,0.05,32,206.9417,206.9416961669922,10.20367,0.920773141595534,14.3854685,0.9208080073197683
GIN,0.001,250,0.05,32,6177.16,6177.15966796875,55.347027,-0.9261869174281987,78.59491,0.12255311508973439
GCN,0.001,250,0.05,64,1258.2103,1258.210205078125,25.254951,0.578645253910808,35.47126,0.5793774276971817
GAT,0.001,250,0.05,64,1282.3988,1282.398681640625,21.646019,0.5453791837777267,35.810596,0.5454652160406113
GraphSAGE,0.001,250,0.05,64,109.66416,109.66416931152344,7.49248,0.9602100885656295,10.472066,0.960230678319931
GIN,0.001,250,0.05,64,5336.0566,5336.05615234375,52.422855,-0.6457922520601277,73.04832,0.3095196634531021
GCN,0.001,250,0.05,128,970.6443,970.6444091796875,22.492767,0.6759788353065312,31.155165,0.6761006861925125
GAT,0.001,250,0.05,128,594.0274,594.0274658203125,15.167178,0.8098667916748733,24.372677,0.8099231272935867
GraphSAGE,0.001,250,0.05,128,42.990948,42.99095153808594,4.6991763,0.9855991999389423,6.5567484,0.9856198181708654
GIN,0.001,250,0.05,128,4000.009,4000.00830078125,47.789455,-0.26916865434888476,63.245625,0.39765902360280353
GCN,0.001,250,0.05,256,820.9025,820.9024658203125,20.735218,0.7359294385115137,28.651396,0.7380210558573405
GAT,0.001,250,0.05,256,532.445,532.445068359375,14.611598,0.8287577837420911,23.07477,0.8291335552930832
GraphSAGE,0.001,250,0.05,256,22.914406,22.91440773010254,3.3633187,0.9925019798573524,4.7868996,0.9926309188206991
GIN,0.001,250,0.05,256,2949.75,2949.75,40.720642,0.05088362995284351,54.3116,0.48062634468078613
GCN,0.001,250,0.05,512,672.89404,672.8941040039062,18.640959,0.7893897970056819,25.9402,0.796103854974111
GAT,0.001,250,0.05,512,1368.2787,1368.27880859375,25.137987,0.5273180906746415,36.99025,0.5588969687620798
GraphSAGE,0.001,250,0.05,512,6.40098,6.400979995727539,1.7657975,0.9979218535250706,2.5300157,0.9980256408452988
GIN,0.001,250,0.05,512,1345.658,1345.6580810546875,27.72341,0.5604952947329834,36.683212,0.7002758880456289
GCN,0.001,250,0.005,32,1466.0018,1466.001708984375,27.018738,0.5130586790454669,38.288403,0.5144984026749929
GAT,0.001,250,0.005,32,968.92676,968.9267578125,20.872541,0.6936991318076213,31.127588,0.693746492266655
GraphSAGE,0.001,250,0.005,32,237.96594,237.96597290039062,10.929593,0.9143233827018323,15.426145,0.9143790553013483
GIN,0.001,250,0.005,32,6239.3276,6239.32763671875,55.186584,-0.9229526058993439,78.98942,0.19447247187296549
GCN,0.001,250,0.005,64,1274.4482,1274.4481201171875,25.291443,0.5741592222514821,35.699413,0.5745120197534561
GAT,0.001,250,0.005,64,638.822,638.8219604492188,15.336909,0.8060840424247919,25.27493,0.8061136603355408
GraphSAGE,0.001,250,0.005,64,99.93536,99.93535614013672,7.179182,0.9652047506810377,9.996768,0.9652202328046163
GIN,0.001,250,0.005,64,5059.4756,5059.4755859375,51.46402,-0.565225304190811,71.12999,0.33711763223012287
GCN,0.001,250,0.005,128,996.7034,996.703369140625,22.730812,0.6723287099587423,31.57061,0.6754878362019857
GAT,0.001,250,0.005,128,511.18677,511.18670654296875,14.527222,0.8364852142674731,22.60944,0.836505283912023
GraphSAGE,0.001,250,0.005,128,52.12265,52.12264633178711,5.204609,0.9824442618469794,7.2196016,0.9824990481138229
GIN,0.001,250,0.005,128,3943.4531,3943.453125,47.443623,-0.24345181984175188,62.79692,0.4212319552898407
GCN,0.001,250,0.005,256,722.60767,722.6076049804688,19.043594,0.7699735608658633,26.881363,0.7702339788277944
GAT,0.001,250,0.005,256,442.04135,442.04132080078125,12.856896,0.8525088452988611,21.02478,0.8525208979845047
GraphSAGE,0.001,250,0.005,256,28.958529,28.95853042602539,3.7497854,0.9904535890876042,5.381313,0.9904764990011851
GIN,0.001,250,0.005,256,2884.001,2884.000732421875,39.911095,0.07410584194746023,53.702896,0.47812918325265247
GCN,0.001,250,0.005,512,645.63574,645.6357421875,17.663692,0.7979694153332044,25.409363,0.7995798091093699
GAT,0.001,250,0.005,512,845.1462,845.1461791992188,17.823053,0.7483661423988602,29.071398,0.7546425759792328
GraphSAGE,0.001,250,0.005,512,9.716173,9.716174125671387,2.2225385,0.9967959900325291,3.1170776,0.9970999360084534
GIN,0.001,250,0.005,512,1356.8314,1356.8314208984375,27.104685,0.547395392964469,36.835194,0.6468473970890045
GCN,0.001,250,0.0005,32,1509.3672,1509.3670654296875,27.908754,0.48805130114165673,38.850574,0.4888997475306193
GAT,0.001,250,0.0005,32,1543.6484,1543.6484375,26.303442,0.45718644776276957,39.28929,0.4573435386021932
GraphSAGE,0.001,250,0.0005,32,161.7653,161.76528930664062,9.134222,0.9388149421428524,12.718699,0.9388379007577896
GIN,0.001,250,0.0005,32,6564.275,6564.2744140625,56.60693,-1.036979382765155,81.02021,0.12623533606529236
GCN,0.001,250,0.0005,64,1267.5045,1267.504638671875,25.395273,0.5774469198459654,35.602028,0.5779273062944412
GAT,0.001,250,0.0005,64,522.1638,522.1637573242188,14.799397,0.8344590113095464,22.850904,0.8344988028208414
GraphSAGE,0.001,250,0.0005,64,107.86602,107.86602783203125,7.429848,0.9618124928557736,10.385857,0.9618397901455561
GIN,0.001,250,0.0005,64,4581.6226,4581.623046875,50.395336,-0.5084386109448333,67.68768,0.1403417189915975
GCN,0.001,250,0.0005,128,909.26337,909.2634887695312,21.255646,0.7051396388462989,30.153994,0.705299511551857
GAT,0.001,250,0.0005,128,1396.5488,1396.5487060546875,23.825478,0.5137572721571583,37.370426,0.5140888690948486
GraphSAGE,0.001,250,0.0005,128,53.10145,53.10145950317383,5.2235317,0.9822877248635257,7.287074,0.9822918822367986
GIN,0.001,250,0.0005,128,6515.36,6515.361328125,55.309082,-1.0342357230267556,80.71778,0.04275141656398773
GCN,0.001,250,0.0005,256,746.883,746.8829956054688,19.31964,0.7580345933030795,27.32916,0.7581514517466227
GAT,0.001,250,0.0005,256,916.4842,916.484130859375,16.836435,0.6849610478966507,30.273489,0.6849615474541982
GraphSAGE,0.001,250,0.0005,256,22.445532,22.44552993774414,3.3616343,0.9927914674782593,4.7376714,0.9929440269867579
GIN,0.001,250,0.0005,256,2668.1887,2668.1884765625,37.633675,0.1301037015387877,51.654514,0.4341605802377065
GCN,0.001,250,0.0005,512,616.8723,616.872314453125,17.33938,0.8047807757961766,24.836914,0.8073446104923884
GAT,0.001,250,0.0005,512,1230.4436,1230.443603515625,21.217302,0.5696009640276799,35.07768,0.5710175931453705
GraphSAGE,0.001,250,0.0005,512,7.860449,7.860448837280273,1.9405102,0.9974178711035212,2.8036492,0.9974333792924881
GIN,0.001,250,0.0005,512,1598.2372,1598.237060546875,29.534594,0.48632408302344216,39.97796,0.6598032017548879
GCN,0.001,250,5e-05,32,1724.606,1724.60595703125,30.088907,0.4187518314270071,41.528374,0.42047489682833356
GAT,0.001,250,5e-05,32,1543.8951,1543.8955078125,26.371223,0.4852484737677456,39.29243,0.48670074343681335
GraphSAGE,0.001,250,5e-05,32,230.50813,230.50816345214844,10.622633,0.9160344070703831,15.182494,0.9160732527573904
GIN,0.001,250,5e-05,32,6336.388,6336.388671875,55.85542,-0.9610863963558862,79.60143,0.1701686531305313
GCN,0.001,250,5e-05,64,1166.0349,1166.0347900390625,24.207045,0.615036222250747,34.147255,0.6152118841807047
GAT,0.001,250,5e-05,64,1133.9501,1133.9500732421875,21.82348,0.592475677649899,33.674175,0.5926248679558436
GraphSAGE,0.001,250,5e-05,64,102.307014,102.3070297241211,7.26281,0.9654081692864698,10.114693,0.9654188553492228
GIN,0.001,250,5e-05,64,5316.5254,5316.5244140625,52.70458,-0.644090880198352,72.914505,0.3073528011639913
GCN,0.001,250,5e-05,128,841.87555,841.8755493164062,20.510717,0.7245442994226708,29.01509,0.7249799271424612
GAT,0.001,250,5e-05,128,758.89325,758.893310546875,16.002125,0.7068644981652478,27.548018,0.7072733938694
GraphSAGE,0.001,250,5e-05,128,57.611893,57.61190414428711,5.4208508,0.9806623195856466,7.59025,0.9806660910447439
GIN,0.001,250,5e-05,128,3723.2864,3723.286865234375,45.99365,-0.17775548588647228,61.018738,0.43175878127415973
GCN,0.001,250,5e-05,256,723.38995,723.389892578125,19.551193,0.7639793733137376,26.89591,0.767071341474851
GAT,0.001,250,5e-05,256,1254.3564,1254.3564453125,20.455175,0.5770987419188988,35.416897,0.5780190179745356
GraphSAGE,0.001,250,5e-05,256,29.537401,29.53740119934082,3.781285,0.9903983932886042,5.434832,0.9904504319032034
GIN,0.001,250,5e-05,256,3101.162,3101.162109375,41.762676,0.00448110266264896,55.68808,0.45422951877117157
GCN,0.001,250,5e-05,512,694.38837,694.3883666992188,19.062975,0.781137905070567,26.35125,0.7835836658875147
GAT,0.001,250,5e-05,512,556.6513,556.6513671875,13.424282,0.8362893788110518,23.593458,0.8372576683759689
GraphSAGE,0.001,250,5e-05,512,9.536679,9.536678314208984,2.2021606,0.9969846694521909,3.0881515,0.9972546646992365
GIN,0.001,250,5e-05,512,1496.6636,1496.6636962890625,28.662157,0.5176585833660564,38.686737,0.6712251504262289
GCN,0.001,500,0.05,32,1121.7288,1121.7288818359375,24.075747,0.6253174790475504,33.492218,0.6255040168762207
GAT,0.001,500,0.05,32,819.99585,819.9957885742188,19.210293,0.7467874482888334,28.63557,0.7468188653389612
GraphSAGE,0.001,500,0.05,32,103.15302,103.15303039550781,7.248587,0.9629825847178367,10.156427,0.962998146812121
GIN,0.001,500,0.05,32,4464.2065,4464.20703125,49.828236,-0.4640718658547258,66.81472,0.17261704305807749
GCN,0.001,500,0.05,64,777.6867,777.6867065429688,20.121181,0.7431482778473443,27.887035,0.7436314076185226
GAT,0.001,500,0.05,64,866.44604,866.4459228515625,16.879658,0.7019801820885919,29.435455,0.7019903808832169
GraphSAGE,0.001,500,0.05,64,39.09936,39.0993537902832,4.537597,0.9865446523998763,6.2529483,0.9865522185961405
GIN,0.001,500,0.05,64,3326.8538,3326.85400390625,43.520687,-0.07321338059900546,57.678886,0.4342625290155411
GCN,0.001,500,0.05,128,466.004,466.0039978027344,15.208695,0.8493071517266912,21.587126,0.8498664846022924
GAT,0.001,500,0.05,128,1185.7672,1185.76708984375,19.44872,0.576576066471351,34.43497,0.5766609758138657
GraphSAGE,0.001,500,0.05,128,18.080822,18.080820083618164,2.9721043,0.9941071875043418,4.252155,0.9941294739643732
GIN,0.001,500,0.05,128,2138.4216,2138.421630859375,34.32863,0.2980954269928713,46.243073,0.35079125066598255
GCN,0.001,500,0.05,256,466.30624,466.3061828613281,15.069634,0.8539194749446102,21.594126,0.8567605962355932
GAT,0.001,500,0.05,256,948.7,948.7001342773438,17.068834,0.6515529679407134,30.800974,0.6515970627466837
GraphSAGE,0.001,500,0.05,256,5.2114725,5.211472988128662,1.6827593,0.9983106063354078,2.282865,0.998632217446963
GIN,0.001,500,0.05,256,702.5781,702.5780639648438,18.530369,0.7618290858937949,26.506191,0.7926032990217209
GCN,0.001,500,0.05,512,401.8835,401.88348388671875,13.562229,0.8775328780094477,20.047033,0.885057787100474
GAT,0.001,500,0.05,512,491.88998,491.88995361328125,12.81665,0.8397142064870721,22.178593,0.8397153715292612
GraphSAGE,0.001,500,0.05,512,0.712786,0.712786078453064,0.60805273,0.9997656997243222,0.84426653,0.9998188962539037
GIN,0.001,500,0.05,512,171.40257,171.40255737304688,8.776137,0.9400714621136818,13.09208,0.9434422155221304
GCN,0.001,500,0.005,32,1019.455,1019.4550170898438,22.77321,0.6606505141066049,31.928905,0.6608207275470098
GAT,0.001,500,0.005,32,549.75287,549.752685546875,15.334634,0.8261516395136151,23.44681,0.8262298057476679
GraphSAGE,0.001,500,0.005,32,92.43018,92.43018341064453,7.016126,0.9672384704334059,9.614061,0.9672517975171407
GIN,0.001,500,0.005,32,4162.111,4162.1103515625,48.09968,-0.3233488767145136,64.51443,0.3556177268425624
GCN,0.001,500,0.005,64,761.53687,761.536865234375,19.73425,0.759391920975483,27.595957,0.7595842878023783
GAT,0.001,500,0.005,64,414.32712,414.3271484375,12.628125,0.8649104731612757,20.355026,0.8655290255943934
GraphSAGE,0.001,500,0.005,64,47.532475,47.5324821472168,4.995506,0.9837690068163285,6.89438,0.9838268607854843
GIN,0.001,500,0.005,64,3110.422,3110.421630859375,42.247654,-0.00014130733262676665,55.77116,0.4672507693370183
GCN,0.001,500,0.005,128,569.3227,569.3226928710938,16.926584,0.8192171697212224,23.860483,0.8212087998787562
GAT,0.001,500,0.005,128,633.8659,633.8659057617188,15.164174,0.7983077067855139,25.176693,0.7983512630065283
GraphSAGE,0.001,500,0.005,128,19.938845,19.938840866088867,3.191324,0.9931749684003889,4.4652934,0.9931766788164774
GIN,0.001,500,0.005,128,2195.9275,2195.92724609375,33.212574,0.3070442413246651,46.860725,0.4849002957344055
GCN,0.001,500,0.005,256,488.37692,488.37689208984375,15.642864,0.848069414356729,22.09925,0.8519300123055776
GAT,0.001,500,0.005,256,736.68427,736.6842651367188,14.737965,0.7719164360301739,27.141928,0.7719217340151469
