Model,Learning Rate,Epochs,Weight Decay,Hidden Channels,Test Results
GraphSAGE,0.0005,50,0.0005,32,"{'mse': 2130.2354, 'torch_mse': 2130.23486328125, 'mae': 32.883633, 'r2': 0.26374823019369265, 'rmse': 46.154472, 'ev_score': 0.2964489857355754, 'y_true': array([[  4.,  13.,   6., ...,  21., 262.,   7.],
       [  0.,   0.,   0., ...,   0.,  99.,   0.],
       [ 12.,   0.,   0., ...,   0.,  85.,   0.],
       ...,
       [  1.,   1.,   0., ...,   1.,  71.,   0.],
       [ 98.,  79.,  81., ..., 101.,  89.,   0.],
       [ 22.,  29.,  20., ...,  27., 152.,   0.]], dtype=float32), 'y_pred': array([[105.59967 ,  75.71347 ,  16.314035, ...,  19.719278, 112.35512 ,
         12.017127],
       [ 66.11664 ,  52.144005,  21.132656, ...,  13.963613,  70.971466,
         12.968962],
       [ 55.306656,  43.64431 ,  16.488544, ...,  10.477393,  61.56963 ,
          9.991079],
       ...,
       [ 74.694145,  58.93808 ,  29.61085 , ...,  16.644402,  78.961426,
         19.209558],
       [180.21078 , 160.32701 ,  56.830856, ...,  40.437305, 200.04654 ,
         38.74317 ],
       [173.99658 , 143.07814 ,  47.3872  , ...,  30.381176, 208.15868 ,
         31.199537]], dtype=float32)}"
GIN,0.0005,50,0.0005,32,"{'mse': 7370.5015, 'torch_mse': 7370.5029296875, 'mae': 58.700672, 'r2': -1.2939894675649055, 'rmse': 85.85162, 'ev_score': 0.013940796256065369, 'y_true': array([[  4.,  13.,   6., ...,  21., 262.,   7.],
       [  0.,   0.,   0., ...,   0.,  99.,   0.],
       [ 12.,   0.,   0., ...,   0.,  85.,   0.],
       ...,
       [  1.,   1.,   0., ...,   1.,  71.,   0.],
       [ 98.,  79.,  81., ..., 101.,  89.,   0.],
       [ 22.,  29.,  20., ...,  27., 152.,   0.]], dtype=float32), 'y_pred': array([[-0.23658426, -0.11960263,  1.1705259 , ..., -0.76127034,
         1.7235528 ,  0.8829411 ],
       [ 0.16092373, -0.25219262,  0.5139133 , ..., -0.78778255,
         0.99700135,  0.7249636 ],
       [ 0.20829915, -0.34875262,  0.37854823, ..., -0.63882047,
         0.4916278 ,  0.47778887],
       ...,
       [ 0.22677697,  0.09510233,  0.2714495 , ..., -0.1703849 ,
         0.25378814,  0.10127696],
       [-0.7568848 ,  1.4632093 ,  2.5335314 , ..., -0.802964  ,
         1.5184376 , -0.180993  ],
       [-1.498367  ,  1.931415  ,  2.2787447 , ..., -0.88254565,
         1.2968373 , -0.7290082 ]], dtype=float32)}"
GCN,0.0005,50,0.0005,64,"{'mse': 2421.7727, 'torch_mse': 2421.773193359375, 'mae': 36.34455, 'r2': 0.17333269971374113, 'rmse': 49.21151, 'ev_score': 0.19876422981421152, 'y_true': array([[  4.,  13.,   6., ...,  21., 262.,   7.],
       [  0.,   0.,   0., ...,   0.,  99.,   0.],
       [ 12.,   0.,   0., ...,   0.,  85.,   0.],
       ...,
       [  1.,   1.,   0., ...,   1.,  71.,   0.],
       [ 98.,  79.,  81., ..., 101.,  89.,   0.],
       [ 22.,  29.,  20., ...,  27., 152.,   0.]], dtype=float32), 'y_pred': array([[106.58384  ,  76.929474 ,  29.7976   , ...,  41.490883 ,
        135.73747  ,  -7.0423346],
       [ 69.01782  ,  50.35403  ,  22.76225  , ...,  29.777353 ,
         93.60971  ,  -4.402337 ],
       [ 66.44938  ,  44.759678 ,  24.789083 , ...,  29.158651 ,
         87.495964 ,  -3.1745563],
       ...,
       [ 85.560455 ,  61.2168   ,  28.809038 , ...,  45.350227 ,
        108.14353  ,  10.904    ],
       [165.2349   , 120.353935 ,  67.81334  , ..., 100.75617  ,
        211.19382  ,  29.84421  ],
       [138.84354  ,  99.69291  ,  62.083084 , ...,  90.099655 ,
        181.18542  ,  23.790121 ]], dtype=float32)}"
GAT,0.0005,50,0.0005,64,"{'mse': 2099.193, 'torch_mse': 2099.19287109375, 'mae': 32.63066, 'r2': 0.2682324057470234, 'rmse': 45.81695, 'ev_score': 0.2705937425295512, 'y_true': array([[  4.,  13.,   6., ...,  21., 262.,   7.],
       [  0.,   0.,   0., ...,   0.,  99.,   0.],
       [ 12.,   0.,   0., ...,   0.,  85.,   0.],
       ...,
       [  1.,   1.,   0., ...,   1.,  71.,   0.],
       [ 98.,  79.,  81., ..., 101.,  89.,   0.],
       [ 22.,  29.,  20., ...,  27., 152.,   0.]], dtype=float32), 'y_pred': array([[ 53.0532    ,  21.506128  ,  -0.36906973, ...,  24.166824  ,
        130.02417   ,  16.000631  ],
       [ 61.040726  ,  46.600586  ,   8.679415  , ...,  44.629192  ,
         99.54809   ,   6.900929  ],
       [ 41.32259   ,  14.446125  ,  -2.718854  , ...,   7.4506197 ,
         60.59586   ,  17.015131  ],
       ...,
       [ 35.255936  ,  36.849144  ,  41.69751   , ...,  16.760765  ,
         47.80811   ,  10.216557  ],
       [ 87.957344  ,  66.772125  ,  36.116734  , ...,  58.20877   ,
        149.30092   ,   5.4674845 ],
       [ 87.957344  ,  66.772125  ,  36.116734  , ...,  58.20877   ,
        149.30092   ,   5.4674845 ]], dtype=float32)}"
GraphSAGE,0.0005,50,0.0005,64,"{'mse': 1702.579, 'torch_mse': 1702.5789794921875, 'mae': 29.922018, 'r2': 0.3951781748075325, 'rmse': 41.262318, 'ev_score': 0.40097497900327045, 'y_true': array([[  4.,  13.,   6., ...,  21., 262.,   7.],
       [  0.,   0.,   0., ...,   0.,  99.,   0.],
       [ 12.,   0.,   0., ...,   0.,  85.,   0.],
       ...,
       [  1.,   1.,   0., ...,   1.,  71.,   0.],
       [ 98.,  79.,  81., ..., 101.,  89.,   0.],
       [ 22.,  29.,  20., ...,  27., 152.,   0.]], dtype=float32), 'y_pred': array([[ 89.67952  ,  58.0372   ,  26.093204 , ...,  37.23297  ,
        143.20229  ,  12.669314 ],
       [ 47.986385 ,  40.593735 ,   9.117207 , ...,  33.59526  ,
         78.61765  ,   8.104094 ],
       [ 42.111523 ,  32.86504  ,   6.2325864, ...,  26.553015 ,
         71.65946  ,   6.1385455],
       ...,
       [ 52.32889  ,  43.879436 ,  11.223501 , ...,  44.988094 ,
         85.20576  ,   7.7726517],
       [150.29018  ,  96.54161  ,  34.57834  , ...,  81.435585 ,
        199.91647  ,  28.19751  ],
       [ 97.886406 ,  70.97192  ,  32.22669  , ...,  53.08435  ,
        215.0138   ,  13.866733 ]], dtype=float32)}"
GIN,0.0005,50,0.0005,64,"{'mse': 7310.881, 'torch_mse': 7310.88037109375, 'mae': 58.45107, 'r2': -1.2755894407882835, 'rmse': 85.50369, 'ev_score': 0.02428397536277771, 'y_true': array([[  4.,  13.,   6., ...,  21., 262.,   7.],
       [  0.,   0.,   0., ...,   0.,  99.,   0.],
       [ 12.,   0.,   0., ...,   0.,  85.,   0.],
       ...,
       [  1.,   1.,   0., ...,   1.,  71.,   0.],
       [ 98.,  79.,  81., ..., 101.,  89.,   0.],
       [ 22.,  29.,  20., ...,  27., 152.,   0.]], dtype=float32), 'y_pred': array([[ 0.6179112 ,  0.16940615,  0.25510734, ...,  0.10940375,
         0.7763957 ,  0.6007243 ],
       [ 0.67606914,  0.36376363, -0.13060836, ...,  0.25510874,
         0.488426  ,  0.28788373],
       [ 0.12068224, -0.0253918 , -0.08198019, ..., -0.01894023,
         0.25811902,  0.06717008],
       ...,
       [ 0.16135456,  0.67299753,  0.23063438, ...,  0.25451288,
         0.18049124,  0.03761975],
       [ 1.7827102 ,  3.8856645 ,  3.7346048 , ...,  3.4241498 ,
         2.9842675 ,  1.416051  ],
       [ 1.1418492 ,  1.4051808 ,  1.3744131 , ...,  2.1725783 ,
         3.1057296 ,  1.1018332 ]], dtype=float32)}"
GCN,0.0005,50,0.0005,128,"{'mse': 2044.7308, 'torch_mse': 2044.73095703125, 'mae': 32.90477, 'r2': 0.2973626427390391, 'rmse': 45.2187, 'ev_score': 0.3063676009575526, 'y_true': array([[  4.,  13.,   6., ...,  21., 262.,   7.],
       [  0.,   0.,   0., ...,   0.,  99.,   0.],
       [ 12.,   0.,   0., ...,   0.,  85.,   0.],
       ...,
       [  1.,   1.,   0., ...,   1.,  71.,   0.],
       [ 98.,  79.,  81., ..., 101.,  89.,   0.],
       [ 22.,  29.,  20., ...,  27., 152.,   0.]], dtype=float32), 'y_pred': array([[ 78.827415 ,  53.773617 ,  26.296595 , ...,  42.88503  ,
        128.49763  ,  10.509287 ],
       [ 63.686836 ,  47.661457 ,  21.34417  , ...,  32.76493  ,
         90.96094  ,   7.2845507],
       [ 56.84937  ,  39.663513 ,  14.806428 , ...,  28.40726  ,
         90.58493  ,   4.5416427],
       ...,
       [ 71.41286  ,  56.881985 ,  33.03221  , ...,  44.177723 ,
         95.006714 ,  16.082872 ],
       [125.39428  ,  76.17548  ,  54.155228 , ...,  55.277035 ,
        187.48906  ,  15.1429205],
       [ 96.31481  ,  51.66774  ,  35.85342  , ...,  33.220894 ,
        166.68208  ,   9.264716 ]], dtype=float32)}"
GAT,0.0005,50,0.0005,128,"{'mse': 1748.0526, 'torch_mse': 1748.052490234375, 'mae': 28.998438, 'r2': 0.38573204966748165, 'rmse': 41.80972, 'ev_score': 0.3865232716004054, 'y_true': array([[  4.,  13.,   6., ...,  21., 262.,   7.],
       [  0.,   0.,   0., ...,   0.,  99.,   0.],
       [ 12.,   0.,   0., ...,   0.,  85.,   0.],
       ...,
       [  1.,   1.,   0., ...,   1.,  71.,   0.],
       [ 98.,  79.,  81., ..., 101.,  89.,   0.],
       [ 22.,  29.,  20., ...,  27., 152.,   0.]], dtype=float32), 'y_pred': array([[ 6.85709686e+01,  3.26571274e+01, -6.23750782e+00, ...,
         1.38507404e+01,  1.46737900e+02, -4.44562531e+00],
       [ 6.23594246e+01,  2.57522888e+01, -7.59773135e-01, ...,
         1.45782585e+01,  9.43993454e+01, -1.20682046e-02],
       [ 6.21854324e+01,  2.55893307e+01, -8.30620885e-01, ...,
         1.44036131e+01,  9.39843903e+01, -3.25508565e-02],
       ...,
       [ 1.94004726e+01,  2.57874298e+01,  5.19030380e+00, ...,
         7.42346907e+00,  5.79220810e+01,  4.76873577e-01],
       [ 8.82078094e+01,  9.13300171e+01,  7.21925583e+01, ...,
         8.46745529e+01,  1.63356613e+02,  4.56305408e+00],
       [ 8.82078094e+01,  9.13300171e+01,  7.21925583e+01, ...,
         8.46745529e+01,  1.63356613e+02,  4.56305408e+00]], dtype=float32)}"
GraphSAGE,0.0005,50,0.0005,128,"{'mse': 939.11676, 'torch_mse': 939.1168823242188, 'mae': 22.470001, 'r2': 0.6672510225324055, 'rmse': 30.645012, 'ev_score': 0.6702164808909098, 'y_true': array([[  4.,  13.,   6., ...,  21., 262.,   7.],
       [  0.,   0.,   0., ...,   0.,  99.,   0.],
       [ 12.,   0.,   0., ...,   0.,  85.,   0.],
       ...,
       [  1.,   1.,   0., ...,   1.,  71.,   0.],
       [ 98.,  79.,  81., ..., 101.,  89.,   0.],
       [ 22.,  29.,  20., ...,  27., 152.,   0.]], dtype=float32), 'y_pred': array([[ 79.41681  ,  53.25118  , -16.865223 , ...,   7.560648 ,
        196.9936   ,  -3.7532413],
       [ 42.02116  ,  23.197765 ,  -1.7675955, ...,  -6.0747323,
         86.47668  ,  -6.958075 ],
       [ 42.559868 ,  23.421885 ,  -9.127107 , ...,  -7.7057495,
         83.14848  ,  -8.262295 ],
       ...,
       [ 45.01087  ,  24.402357 ,  14.122135 , ...,   9.35721  ,
         79.92157  ,   4.463446 ],
       [127.68228  , 109.70402  ,  96.02598  , ..., 103.71298  ,
        154.41385  ,  32.727364 ],
       [ 69.329315 ,  25.266054 ,  17.917915 , ..., -21.3451   ,
        171.97461  ,  -7.2128673]], dtype=float32)}"
GIN,0.0005,50,0.0005,128,"{'mse': 7122.633, 'torch_mse': 7122.6318359375, 'mae': 57.790173, 'r2': -1.212126748041397, 'rmse': 84.39569, 'ev_score': 0.05495939155419668, 'y_true': array([[  4.,  13.,   6., ...,  21., 262.,   7.],
       [  0.,   0.,   0., ...,   0.,  99.,   0.],
       [ 12.,   0.,   0., ...,   0.,  85.,   0.],
       ...,
       [  1.,   1.,   0., ...,   1.,  71.,   0.],
       [ 98.,  79.,  81., ..., 101.,  89.,   0.],
       [ 22.,  29.,  20., ...,  27., 152.,   0.]], dtype=float32), 'y_pred': array([[ 1.9807084 ,  1.9859853 ,  0.80063975, ...,  0.38293707,
         4.4054756 ,  1.5992674 ],
       [ 0.62958956,  0.68442154, -0.18857354, ..., -0.05164083,
         1.2400914 ,  0.47688538],
       [ 0.19429055,  0.0441464 , -0.21845034, ..., -0.58452773,
         0.66787297,  0.6705142 ],
       ...,
       [ 0.24703158,  0.37880468,  0.48400143, ...,  0.0864698 ,
         0.4088058 ,  0.20183164],
       [ 6.143759  ,  6.188282  ,  5.0492787 , ...,  5.492139  ,
         6.1923337 ,  1.8046055 ],
       [ 4.3332314 ,  3.7622118 ,  2.64463   , ...,  2.253541  ,
         5.980806  ,  1.2333226 ]], dtype=float32)}"
GCN,0.0005,50,0.0005,256,"{'mse': 1845.4393, 'torch_mse': 1845.4390869140625, 'mae': 31.378387, 'r2': 0.37992072829252904, 'rmse': 42.958576, 'ev_score': 0.38417130211989087, 'y_true': array([[  4.,  13.,   6., ...,  21., 262.,   7.],
       [  0.,   0.,   0., ...,   0.,  99.,   0.],
       [ 12.,   0.,   0., ...,   0.,  85.,   0.],
       ...,
       [  1.,   1.,   0., ...,   1.,  71.,   0.],
       [ 98.,  79.,  81., ..., 101.,  89.,   0.],
       [ 22.,  29.,  20., ...,  27., 152.,   0.]], dtype=float32), 'y_pred': array([[ 86.93492   ,  60.642147  ,   1.3434591 , ...,  36.16815   ,
        141.55467   ,  -1.995772  ],
       [ 73.28964   ,  50.180195  ,   0.35272366, ...,  30.97038   ,
        106.84139   ,   0.34167936],
       [ 69.389626  ,  40.78999   ,  -6.482439  , ...,  22.050852  ,
        105.24576   ,  -3.7812667 ],
       ...,
       [ 77.61479   ,  64.712845  ,  34.15502   , ...,  48.77072   ,
        109.40444   ,  20.937717  ],
       [110.018936  ,  82.44989   ,  38.267242  , ...,  50.545673  ,
        191.46628   ,   8.28847   ],
       [ 81.27798   ,  48.13093   ,   9.612761  , ...,  25.612438  ,
        169.35457   , -11.009382  ]], dtype=float32)}"
GAT,0.0005,50,0.0005,256,"{'mse': 2126.4456, 'torch_mse': 2126.4453125, 'mae': 32.60426, 'r2': 0.2609593277091437, 'rmse': 46.1134, 'ev_score': 0.2617431233326594, 'y_true': array([[  4.,  13.,   6., ...,  21., 262.,   7.],
       [  0.,   0.,   0., ...,   0.,  99.,   0.],
       [ 12.,   0.,   0., ...,   0.,  85.,   0.],
       ...,
       [  1.,   1.,   0., ...,   1.,  71.,   0.],
       [ 98.,  79.,  81., ..., 101.,  89.,   0.],
       [ 22.,  29.,  20., ...,  27., 152.,   0.]], dtype=float32), 'y_pred': array([[ 3.9545818e+01,  5.9510967e+01,  2.6130123e+01, ...,
         4.3126606e+01,  8.7717056e+01,  1.7250269e+01],
       [ 4.7946030e+01,  3.9107925e+01,  1.6514078e+00, ...,
         2.0587011e+01,  9.0672783e+01,  2.6479490e+00],
       [ 6.1589336e+01,  4.8456028e+01,  5.1030626e+00, ...,
         1.3084293e+01,  8.5704834e+01, -6.9360487e-02],
       ...,
       [ 5.8389698e+01,  6.2218151e+01,  4.6108181e+01, ...,
         4.7095776e+01,  1.0379656e+02,  2.1859921e+01],
       [ 7.6299561e+01,  7.9543854e+01,  2.3475883e+01, ...,
         5.6161835e+01,  1.0335183e+02,  1.0771194e+01],
       [ 6.6204681e+01,  3.7993492e+01,  2.9503915e+00, ...,
         9.1207653e-02,  1.4225366e+02,  3.8202009e+00]], dtype=float32)}"
GraphSAGE,0.0005,50,0.0005,256,"{'mse': 446.2852, 'torch_mse': 446.28515625, 'mae': 15.216305, 'r2': 0.834924103012655, 'rmse': 21.125463, 'ev_score': 0.8367766290903091, 'y_true': array([[  4.,  13.,   6., ...,  21., 262.,   7.],
       [  0.,   0.,   0., ...,   0.,  99.,   0.],
       [ 12.,   0.,   0., ...,   0.,  85.,   0.],
       ...,
       [  1.,   1.,   0., ...,   1.,  71.,   0.],
       [ 98.,  79.,  81., ..., 101.,  89.,   0.],
       [ 22.,  29.,  20., ...,  27., 152.,   0.]], dtype=float32), 'y_pred': array([[ 60.197586  ,  44.965263  ,   6.4839215 , ...,  14.861126  ,
        274.3694    ,  14.678494  ],
       [ 18.690804  ,   4.7796397 ,  -6.8860435 , ...,  -0.69084746,
         82.66106   ,  -2.702602  ],
       [ 44.90983   ,  10.925787  ,  -9.704458  , ...,  -4.687961  ,
         95.58437   ,  -1.3327293 ],
       ...,
       [  5.2097926 ,   4.7927213 ,  12.828686  , ...,   8.757818  ,
         65.4855    ,   6.3278537 ],
       [104.50999   , 109.76663   , 105.22313   , ..., 128.60905   ,
        101.60931   ,  20.065222  ],
       [ -4.8067865 ,   7.157732  ,  34.49911   , ...,  20.241173  ,
        127.64057   ,  -1.5079659 ]], dtype=float32)}"
GIN,0.0005,50,0.0005,256,"{'mse': 7027.719, 'torch_mse': 7027.71923828125, 'mae': 57.53635, 'r2': -1.180333252565506, 'rmse': 83.83149, 'ev_score': 0.07261057198047638, 'y_true': array([[  4.,  13.,   6., ...,  21., 262.,   7.],
       [  0.,   0.,   0., ...,   0.,  99.,   0.],
       [ 12.,   0.,   0., ...,   0.,  85.,   0.],
       ...,
       [  1.,   1.,   0., ...,   1.,  71.,   0.],
       [ 98.,  79.,  81., ..., 101.,  89.,   0.],
       [ 22.,  29.,  20., ...,  27., 152.,   0.]], dtype=float32), 'y_pred': array([[ 2.4794164 ,  2.1083574 ,  1.4318466 , ...,  2.037002  ,
         4.424588  ,  1.7876799 ],
       [ 0.8795239 ,  0.713251  , -0.13273537, ...,  0.09074447,
         0.7682833 ,  0.4159594 ],
       [ 0.7627753 ,  0.04528056, -0.14600392, ..., -0.08358557,
         0.7404415 ,  0.5290533 ],
       ...,
       [ 0.44946125,  0.5311222 ,  0.32300773, ...,  0.48094764,
         0.45581183,  0.49673128],
       [10.371958  , 10.657451  ,  8.717301  , ...,  9.334186  ,
        10.678709  ,  5.893512  ],
       [ 4.6452403 ,  4.203492  ,  4.312414  , ...,  3.9774847 ,
         8.154996  ,  2.8041632 ]], dtype=float32)}"
GCN,0.0005,50,0.0005,512,"{'mse': 1675.9316, 'torch_mse': 1675.9315185546875, 'mae': 29.515442, 'r2': 0.44071750024097556, 'rmse': 40.938145, 'ev_score': 0.4457823783159256, 'y_true': array([[  4.,  13.,   6., ...,  21., 262.,   7.],
       [  0.,   0.,   0., ...,   0.,  99.,   0.],
       [ 12.,   0.,   0., ...,   0.,  85.,   0.],
       ...,
       [  1.,   1.,   0., ...,   1.,  71.,   0.],
       [ 98.,  79.,  81., ..., 101.,  89.,   0.],
       [ 22.,  29.,  20., ...,  27., 152.,   0.]], dtype=float32), 'y_pred': array([[ 77.17923   ,  45.960205  ,   0.34771204, ...,  13.539055  ,
        149.91376   ,   4.6985874 ],
       [ 78.25206   ,  47.600563  ,  -5.950863  , ...,  15.8365135 ,
        118.15298   ,  -1.6388149 ],
       [ 75.58548   ,  34.55033   , -15.685381  , ...,  -0.64380074,
        122.94827   ,  -3.6178303 ],
       ...,
       [ 68.50402   ,  61.549713  ,  43.20746   , ...,  48.76362   ,
         95.490456  ,  22.034569  ],
       [ 77.40668   ,  80.92454   ,  67.1863    , ...,  69.857445  ,
        164.25558   ,  18.200493  ],
       [ 45.922714  ,  39.40805   ,  34.26465   , ...,  23.766184  ,
        160.94073   ,   6.0867825 ]], dtype=float32)}"
GAT,0.0005,50,0.0005,512,"{'mse': 938.6862, 'torch_mse': 938.6864624023438, 'mae': 21.376532, 'r2': 0.7010797355028454, 'rmse': 30.637987, 'ev_score': 0.7015955249468485, 'y_true': array([[  4.,  13.,   6., ...,  21., 262.,   7.],
       [  0.,   0.,   0., ...,   0.,  99.,   0.],
       [ 12.,   0.,   0., ...,   0.,  85.,   0.],
       ...,
       [  1.,   1.,   0., ...,   1.,  71.,   0.],
       [ 98.,  79.,  81., ..., 101.,  89.,   0.],
       [ 22.,  29.,  20., ...,  27., 152.,   0.]], dtype=float32), 'y_pred': array([[  8.673651  ,   7.180933  ,  26.9895    , ...,  39.81704   ,
        129.46622   ,  19.217094  ],
       [ 72.6931    ,  16.903316  ,  -1.5299339 , ...,   7.677253  ,
        134.23373   ,   0.24295425],
       [ 27.899746  ,   2.3208485 ,   4.275688  , ...,   3.0080814 ,
        122.239395  ,  -1.5361528 ],
       ...,
       [ 39.82366   ,  41.304848  ,  49.241478  , ...,  47.234276  ,
         82.36092   ,  21.561623  ],
       [ 65.76183   ,  72.98457   ,  35.25997   , ...,  59.873077  ,
         87.54222   ,  18.886215  ],
       [ 75.27018   ,  24.801033  ,  23.04697   , ...,  12.532507  ,
        170.47766   ,  12.871012  ]], dtype=float32)}"
GraphSAGE,0.0005,50,0.0005,512,"{'mse': 284.30325, 'torch_mse': 284.3033142089844, 'mae': 11.996436, 'r2': 0.8980437995924518, 'rmse': 16.861294, 'ev_score': 0.8993139714002609, 'y_true': array([[  4.,  13.,   6., ...,  21., 262.,   7.],
       [  0.,   0.,   0., ...,   0.,  99.,   0.],
       [ 12.,   0.,   0., ...,   0.,  85.,   0.],
       ...,
       [  1.,   1.,   0., ...,   1.,  71.,   0.],
       [ 98.,  79.,  81., ..., 101.,  89.,   0.],
       [ 22.,  29.,  20., ...,  27., 152.,   0.]], dtype=float32), 'y_pred': array([[ 1.15357780e+01, -6.01963043e-01,  1.28185005e+01, ...,
         1.38540707e+01,  2.94188385e+02,  1.69314232e+01],
       [ 7.63151741e+00, -8.36240768e-01, -1.62110233e+00, ...,
         3.53612995e+00,  8.75471954e+01,  5.66164851e-01],
       [ 3.50941658e+01, -1.88898516e+00, -8.65192413e-02, ...,
        -5.29496670e+00,  9.84485779e+01,  3.49756956e+00],
       ...,
       [-1.47329521e+00, -1.64820433e+00,  1.23298073e+01, ...,
         5.02892876e+00,  6.51036224e+01,  3.41470027e+00],
       [ 1.14115707e+02,  1.35093002e+02,  9.05671539e+01, ...,
         1.09114655e+02,  9.59183197e+01,  5.06655121e+00],
       [ 2.67875271e+01,  3.65962181e+01,  3.73075180e+01, ...,
         2.16836529e+01,  1.34480057e+02, -9.97393894e+00]], dtype=float32)}"
GIN,0.0005,50,0.0005,512,"{'mse': 6624.14, 'torch_mse': 6624.140625, 'mae': 56.34453, 'r2': -1.0529658088033842, 'rmse': 81.388824, 'ev_score': 0.11273938417434692, 'y_true': array([[  4.,  13.,   6., ...,  21., 262.,   7.],
       [  0.,   0.,   0., ...,   0.,  99.,   0.],
       [ 12.,   0.,   0., ...,   0.,  85.,   0.],
       ...,
       [  1.,   1.,   0., ...,   1.,  71.,   0.],
       [ 98.,  79.,  81., ..., 101.,  89.,   0.],
       [ 22.,  29.,  20., ...,  27., 152.,   0.]], dtype=float32), 'y_pred': array([[ 6.9033957e+00,  4.9557076e+00,  6.7249699e+00, ...,
         5.8424854e+00,  9.8495121e+00,  5.5182076e+00],
       [ 5.4148310e-01,  5.4330647e-01,  4.5389923e-01, ...,
         4.4805405e-01,  6.0276854e-01,  2.3482449e-01],
       [ 2.6982576e-01,  5.7144985e-02,  6.4907052e-02, ...,
        -3.7467852e-03,  4.3653959e-01, -2.4339132e-02],
       ...,
       [ 2.9296818e-01,  4.1490293e-01,  4.0708396e-01, ...,
         2.8452560e-01,  2.7700230e-01,  1.7680946e-01],
       [ 2.7345781e+01,  2.1391270e+01,  2.5392887e+01, ...,
         2.2474030e+01,  2.7560501e+01,  2.1076965e+01],
       [ 3.2018097e+01,  2.3370398e+01,  2.8766342e+01, ...,
         2.2856956e+01,  3.5127197e+01,  2.4144308e+01]], dtype=float32)}"
