Model,Learning Rate,Epochs,Weight Decay,Hidden Channels,MSE,Torch MSE,MAE,R2,RMSE,EV Score
GAT,0.01,50,0.05,256,1866.2314,1866.2314453125,30.18028,0.2593365757819034,43.1999,0.2621330065386636
GraphSAGE,0.01,50,0.05,256,584.4015,584.4014892578125,16.906504,0.7065993618140903,24.174397,0.7086364286286491
GIN,0.01,50,0.05,256,4753.722,4753.72119140625,46.3791,-0.7160214961826874,68.94724,-0.618545298065458
GCN,0.01,50,0.05,512,1487.3163,1487.316162109375,27.566385,0.4194726261851208,38.56574,0.4238997868129185
GAT,0.01,50,0.05,512,1922.2357,1922.2357177734375,32.39095,0.21005037425653425,43.843307,0.25080777066094534
GraphSAGE,0.01,50,0.05,512,537.58356,537.5836181640625,16.182913,0.7281809861399955,23.185848,0.7356492877006531
GIN,0.01,50,0.05,512,2262.6694,2262.669921875,31.52756,0.1513453263379665,47.567524,0.2754209978239877
GCN,0.01,50,0.005,32,1452.9823,1452.982421875,26.63255,0.43448723846422366,38.118004,0.4388410917350224
GAT,0.01,50,0.005,32,782.33154,782.33154296875,18.750288,0.6952353723269666,27.97019,0.6972877127783639
GraphSAGE,0.01,50,0.005,32,327.10345,327.1034240722656,13.066285,0.8293144422512524,18.086002,0.8302714696952275
GIN,0.01,50,0.005,32,3634.2805,3634.2802734375,44.28504,-0.3930740583195661,60.284996,0.15938391430037363
GCN,0.01,50,0.005,64,1262.3064,1262.3062744140625,24.685024,0.5264138023582418,35.52895,0.528746349470956
GAT,0.01,50,0.005,64,836.65424,836.6541748046875,20.225834,0.664127638067213,28.924976,0.6669603628771645
GraphSAGE,0.01,50,0.005,64,170.5168,170.51678466796875,9.214446,0.9043993627554109,13.058208,0.9052491954394749
GIN,0.01,50,0.005,64,3681.8918,3681.8916015625,43.661247,-0.3760612145935457,60.678596,0.18673582587923324
GCN,0.01,50,0.005,128,1294.1575,1294.1575927734375,24.864368,0.5154891358806653,35.9744,0.5170617699623108
GAT,0.01,50,0.005,128,1429.965,1429.96484375,25.629822,0.44913705571109425,37.814877,0.46239148718970163
GraphSAGE,0.01,50,0.005,128,163.8682,163.8682098388672,9.213948,0.912831884824672,12.801102,0.9135257729462215
GIN,0.01,50,0.005,128,3066.8938,3066.893798828125,38.27067,-0.1567377435797577,55.379543,0.16206946117537363
GCN,0.01,50,0.005,256,1348.8252,1348.8251953125,25.398022,0.48571462244502867,36.726357,0.48654606512614657
GAT,0.01,50,0.005,256,1220.795,1220.794921875,24.377045,0.5367114648459371,34.939877,0.5399982248033796
GraphSAGE,0.01,50,0.005,256,687.1514,687.1515502929688,18.776178,0.6414832520037166,26.213573,0.6433232426643372
GIN,0.01,50,0.005,256,2107.1326,2107.1328125,32.519558,0.15910612165447965,45.903515,0.21720015151160105
GCN,0.01,50,0.005,512,1392.4316,1392.431884765625,26.18835,0.47185189722429716,37.3153,0.47398819242204937
GAT,0.01,50,0.005,512,2139.1848,2139.18505859375,32.831142,0.09382279007226983,46.251324,0.12328732013702393
GraphSAGE,0.01,50,0.005,512,725.9992,725.999267578125,19.489124,0.6271923154513341,26.944372,0.6315059832164219
GIN,0.01,50,0.005,512,2389.6235,2389.62353515625,32.235027,0.1270349844830405,48.883778,0.2898999878338405
GCN,0.01,50,0.0005,32,1410.4453,1410.4451904296875,26.012054,0.4667013170541462,37.555897,0.46853390761784147
GAT,0.01,50,0.0005,32,830.24835,830.2483520507812,19.976572,0.6838502704757536,28.81403,0.6867118350097111
GraphSAGE,0.01,50,0.0005,32,373.3162,373.31622314453125,13.936149,0.8011582550157305,19.321392,0.8043186451707568
GIN,0.01,50,0.0005,32,5367.568,5367.568359375,50.41614,-0.9019319465063725,73.26369,0.18282594851085118
GCN,0.01,50,0.0005,64,1274.2355,1274.235595703125,24.81416,0.5090286673581061,35.696434,0.510075011423656
GAT,0.01,50,0.0005,64,777.69666,777.6965942382812,18.818256,0.7079436834417306,27.887213,0.7236038276127407
GraphSAGE,0.01,50,0.0005,64,239.91759,239.91757202148438,10.871047,0.8705159106846617,15.489273,0.8718017339706421
GIN,0.01,50,0.0005,64,3742.8618,3742.862548828125,43.341816,-0.3597783210088879,61.178932,0.2635526486805507
GCN,0.01,50,0.0005,128,1336.5739,1336.5738525390625,25.23347,0.49343844384517344,36.55918,0.4945947527885437
GAT,0.01,50,0.0005,128,1214.5916,1214.591552734375,25.156301,0.5340390472668655,34.85099,0.5463929304054805
GraphSAGE,0.01,50,0.0005,128,230.45207,230.4520721435547,10.703107,0.8814832262471047,15.180648,0.8824804765837533
GIN,0.01,50,0.0005,128,3061.3706,3061.37060546875,39.840733,-0.20793805513065525,55.329655,-0.11470048768179757
GCN,0.01,50,0.0005,256,977.8639,977.8640747070312,21.697063,0.6311933004856048,31.270815,0.6349587440490723
GAT,0.01,50,0.0005,256,1207.9874,1207.9876708984375,25.573914,0.5306124705827876,34.756115,0.5507293045520782
GraphSAGE,0.01,50,0.0005,256,690.68787,690.6878662109375,18.926182,0.637774761168595,26.280941,0.6409582836287362
GIN,0.01,50,0.0005,256,2060.4006,2060.400390625,30.964514,0.19131515238352298,45.391636,0.29338875838688444
GCN,0.01,50,0.0005,512,1527.5654,1527.5654296875,27.727701,0.40848030923529244,39.08408,0.4128725400992802
GAT,0.01,50,0.0005,512,2351.7185,2351.718505859375,33.678127,-0.035287806086057125,48.494522,0.1611682048865727
GraphSAGE,0.01,50,0.0005,512,472.04623,472.04620361328125,15.136758,0.7810065781897203,21.726625,0.7878805654389518
GIN,0.01,50,0.0005,512,2613.5496,2613.54931640625,34.07859,0.018919605617294815,51.122887,0.21531530363219126
GCN,0.01,50,5e-05,32,1348.6478,1348.6478271484375,25.784592,0.47835120103768347,36.72394,0.47964916058949064
GAT,0.01,50,5e-05,32,759.70764,759.7077026367188,19.353918,0.7053128755456363,27.562794,0.7074148612362998
GraphSAGE,0.01,50,5e-05,32,347.1988,347.1987609863281,13.422686,0.8007650003149427,18.63327,0.802866301366261
GIN,0.01,50,5e-05,32,3569.4753,3569.4755859375,44.632843,-0.4438902427944327,59.745087,0.0156066928591047
GCN,0.01,50,5e-05,64,1199.1487,1199.1488037109375,23.972763,0.5479601922875218,34.628727,0.5490367582866124
GAT,0.01,50,5e-05,64,743.02814,743.028076171875,19.357035,0.7110064494864324,27.258543,0.713016927242279
GraphSAGE,0.01,50,5e-05,64,249.47734,249.47732543945312,11.279111,0.8675761567864563,15.794851,0.8689003544194358
GIN,0.01,50,5e-05,64,4373.5103,4373.51123046875,46.218834,-0.5775057049555583,66.13252,0.21779207246644156
GCN,0.01,50,5e-05,128,1429.2751,1429.2752685546875,25.968811,0.4647241751298061,37.805756,0.46540445515087675
GAT,0.01,50,5e-05,128,1027.8323,1027.8323974609375,22.093435,0.606605150698061,32.059822,0.6118122594697135
GraphSAGE,0.01,50,5e-05,128,231.12051,231.12049865722656,10.819636,0.8744360240025605,15.202648,0.8765419934477124
GIN,0.01,50,5e-05,128,3074.0486,3074.048583984375,38.76492,-0.18768068252194253,55.444103,0.10804112468447004
GCN,0.01,50,5e-05,256,1076.462,1076.4620361328125,23.070086,0.5982799866602472,32.809483,0.6109841210501534
GAT,0.01,50,5e-05,256,2269.654,2269.654296875,33.310123,0.10299108264160904,47.64089,0.10624409999166216
GraphSAGE,0.01,50,5e-05,256,923.34045,923.3405151367188,21.193163,0.5745355051460771,30.386518,0.5809147230216435
GIN,0.01,50,5e-05,256,2727.3835,2727.38330078125,37.158302,-0.027269088876714507,52.224358,0.20192511166845048
GCN,0.01,50,5e-05,512,1356.2344,1356.2342529296875,25.422167,0.48209161543529444,36.827087,0.4837218863623483
GAT,0.01,50,5e-05,512,1725.6466,1725.6463623046875,30.343153,0.34003553357274685,41.5409,0.35429792744772776
GraphSAGE,0.01,50,5e-05,512,852.48206,852.4819946289062,20.097456,0.6220317461160582,29.197296,0.6341107147080558
GIN,0.01,50,5e-05,512,1905.9598,1905.9600830078125,29.577211,0.27989265838541816,43.6573,0.383687036378043
GCN,0.01,100,0.05,32,1032.2789,1032.27880859375,22.277912,0.5996987294521409,32.129097,0.6012817365782601
GAT,0.01,100,0.05,32,595.8905,595.8905029296875,16.085142,0.7654628843983463,24.410868,0.7664158770016262
GraphSAGE,0.01,100,0.05,32,210.84575,210.8457794189453,10.258844,0.8745881268064508,14.520529,0.875814574105399
GIN,0.01,100,0.05,32,2345.449,2345.448974609375,34.31347,0.10621117742322923,48.429836,0.3247799703053066
GCN,0.01,100,0.05,64,923.4493,923.4494018554688,20.509869,0.6714422474784552,30.388308,0.6745354448046003
GAT,0.01,100,0.05,64,750.613,750.6129760742188,18.631775,0.7017698981135353,27.397318,0.71384168948446
GraphSAGE,0.01,100,0.05,64,159.98842,159.9884490966797,8.902,0.915063843338963,12.648653,0.9153581644807544
GIN,0.01,100,0.05,64,2893.049,2893.048828125,36.17865,-0.07688900182845312,53.78707,0.33326688408851624
GCN,0.01,100,0.05,128,987.6685,987.6686401367188,21.6427,0.6322164902621417,31.427195,0.6332149633339473
GAT,0.01,100,0.05,128,810.5385,810.5385131835938,19.920927,0.6935530742553001,28.469957,0.7036916954176766
GraphSAGE,0.01,100,0.05,128,102.04061,102.04061889648438,7.1220694,0.9446344012111881,10.101516,0.9448882937431335
GIN,0.01,100,0.05,128,1675.7424,1675.7423095703125,27.330679,0.3423790739910798,40.935833,0.5013841475759234
GCN,0.01,100,0.05,256,631.78076,631.78076171875,17.220203,0.7686626062044047,25.13525,0.7709786423615047
GAT,0.01,100,0.05,256,1080.3353,1080.335205078125,22.927973,0.5896053839514861,32.868454,0.590046797479902
GraphSAGE,0.01,100,0.05,256,224.07805,224.0780487060547,10.717998,0.8694838480030744,14.969236,0.870042051587786
GIN,0.01,100,0.05,256,1748.0653,1748.065673828125,27.654612,0.3386431996263819,41.80987,0.5490075094359261
GCN,0.01,100,0.05,512,911.2282,911.2283325195312,21.625032,0.6591875866619796,30.186556,0.6750568619796208
GAT,0.01,100,0.05,512,1815.9137,1815.91357421875,30.239563,0.24547527908191777,42.61354,0.38807725054877146
GraphSAGE,0.01,100,0.05,512,134.5353,134.53530883789062,8.397487,0.9290245036387262,11.598935,0.9292044724736895
GIN,0.01,100,0.05,512,1909.9316,1909.9315185546875,28.897657,0.29723288167813805,43.702766,0.35940649679728914
GCN,0.01,100,0.005,32,992.2586,992.2584838867188,21.965097,0.6108288554295368,31.500137,0.6119407798562732
GAT,0.01,100,0.005,32,756.6753,756.6754150390625,17.753143,0.7287584385545663,27.507732,0.7291450159890311
GraphSAGE,0.01,100,0.005,32,165.16507,165.16506958007812,9.116834,0.9133359100469549,12.851656,0.9143256545066833
GIN,0.01,100,0.005,32,2712.383,2712.383056640625,36.472233,-0.023805050561406606,52.080544,0.33721224325043814
GCN,0.01,100,0.005,64,929.8299,929.8298950195312,21.360651,0.6459022583442221,30.493113,0.6492373730455127
GAT,0.01,100,0.005,64,536.2811,536.2811279296875,16.169691,0.7940507936749058,23.157745,0.7994643109185355
GraphSAGE,0.01,100,0.005,64,161.51785,161.51788330078125,9.001302,0.913864953260365,12.708967,0.9142331906727382
GIN,0.01,100,0.005,64,1503.5338,1503.533447265625,28.624975,0.3813610794691475,38.77543,0.4144206089632852
GCN,0.01,100,0.005,128,963.9972,963.9971313476562,21.723223,0.6354362552725547,31.048304,0.6376113934176308
GAT,0.01,100,0.005,128,768.173,768.1730346679688,18.96912,0.7106414228082123,27.715933,0.715234922511237
GraphSAGE,0.01,100,0.005,128,99.66161,99.66160583496094,7.0839753,0.9477298437202089,9.983067,0.9478380637509483
GIN,0.01,100,0.005,128,1456.8505,1456.8507080078125,25.79415,0.43190060950572756,38.16871,0.5077808201313019
GCN,0.01,100,0.005,256,758.54297,758.5427856445312,18.960794,0.7275363334879851,27.541658,0.7328835853508541
GAT,0.01,100,0.005,256,1430.7561,1430.756103515625,27.068193,0.4117981918050365,37.825336,0.44059354066848755
GraphSAGE,0.01,100,0.005,256,333.46555,333.46551513671875,13.00422,0.8219435995354621,18.26104,0.8227309456893376
GIN,0.01,100,0.005,256,1733.9932,1733.9932861328125,27.381428,0.3466275883727441,41.641243,0.5614463601793561
GCN,0.01,100,0.005,512,1141.3068,1141.3067626953125,23.695414,0.5743482954296261,33.783234,0.5819854055132184
GAT,0.01,100,0.005,512,1576.9398,1576.93994140625,26.639147,0.35743638606605627,39.7107,0.3579359139714922
GraphSAGE,0.01,100,0.005,512,199.4501,199.45010375976562,9.868165,0.8860460144935168,14.122681,0.8869585778032031
GIN,0.01,100,0.005,512,1183.5857,1183.585693359375,22.499989,0.5381448848264825,34.403282,0.6246354707649776
GCN,0.01,100,0.0005,32,973.10736,973.1072998046875,21.767752,0.6348345914864909,31.19467,0.6356650335448129
GAT,0.01,100,0.0005,32,867.0072,867.0072631835938,20.805708,0.6593559872206404,29.444986,0.6657167204788753
GraphSAGE,0.01,100,0.0005,32,156.79721,156.79721069335938,9.021154,0.9202494767947268,12.52187,0.9262639326708657
GIN,0.01,100,0.0005,32,3627.0488,3627.048095703125,42.963978,-0.33617559091088334,60.224983,0.2606332983289446
GCN,0.01,100,0.0005,64,988.25146,988.2514038085938,22.233011,0.6216344670313001,31.436466,0.6253539536680494
GAT,0.01,100,0.0005,64,985.13184,985.1318359375,21.715359,0.6567689332304084,31.38681,0.7190357659544263
GraphSAGE,0.01,100,0.0005,64,112.97649,112.97649383544922,7.5395155,0.9433603261947913,10.62904,0.9434515493256705
GIN,0.01,100,0.0005,64,1859.1959,1859.1959228515625,31.33974,0.25417941762275525,43.118393,0.28564901437078205
GCN,0.01,100,0.0005,128,1093.7418,1093.741943359375,21.028137,0.596865735519223,33.071766,0.64810568520001
GAT,0.01,100,0.0005,128,874.1059,874.1058959960938,21.292019,0.651641393522057,29.565283,0.6692239599568504
GraphSAGE,0.01,100,0.0005,128,150.64523,150.64523315429688,8.668879,0.9222360453002054,12.273762,0.9225021472999028
GIN,0.01,100,0.0005,128,2245.5847,2245.584228515625,31.085926,0.1419007371177976,47.3876,0.3969681348119463
GCN,0.01,100,0.0005,256,706.7417,706.7417602539062,18.206894,0.735497901802498,26.584614,0.7366130820342472
GAT,0.01,100,0.0005,256,1285.6321,1285.632080078125,22.71715,0.5001348710818091,35.855713,0.5010197801249368
GraphSAGE,0.01,100,0.0005,256,332.19556,332.19561767578125,12.901123,0.8349043599788637,18.226233,0.8358209388596671
GIN,0.01,100,0.0005,256,1317.567,1317.56689453125,22.774294,0.5076892876354411,36.298306,0.6053343542984554
GCN,0.01,100,0.0005,512,1093.9314,1093.931396484375,23.039469,0.5770129205215125,33.074635,0.5782509446144104
GAT,0.01,100,0.0005,512,1583.41,1583.409912109375,26.179676,0.31816012738776117,39.792084,0.41766686524663654
GraphSAGE,0.01,100,0.0005,512,225.24876,225.24876403808594,10.660863,0.8909900255506854,15.00829,0.919330141374043
GIN,0.01,100,0.0005,512,1234.3788,1234.378662109375,22.145552,0.5251563550742213,35.133728,0.5937350732939584
GCN,0.01,100,5e-05,32,1029.2386,1029.2386474609375,22.386217,0.6097611752323816,32.08175,0.6111363129956382
GAT,0.01,100,5e-05,32,574.5437,574.5437622070312,16.041807,0.783370393194185,23.96964,0.784044840506145
GraphSAGE,0.01,100,5e-05,32,229.20145,229.2014617919922,10.904297,0.8791347516114447,15.1394005,0.8797486126422882
GIN,0.01,100,5e-05,32,2616.509,2616.509033203125,38.79833,-0.12241662079314876,51.151825,-0.0531251813684191
GCN,0.01,100,5e-05,64,934.6641,934.6640014648438,20.842144,0.6514011143228685,30.572277,0.6524112011705127
GAT,0.01,100,5e-05,64,972.3026,972.3025512695312,21.504343,0.6438585238064781,31.181767,0.6479050389357975
GraphSAGE,0.01,100,5e-05,64,154.02621,154.0261993408203,8.7241535,0.9217389121442391,12.410729,0.9218886026314327
GIN,0.01,100,5e-05,64,2282.7542,2282.754150390625,32.085743,0.16559713554185815,47.778175,0.3930908611842564
GCN,0.01,100,5e-05,128,1069.9708,1069.970947265625,22.636536,0.5984543758123378,32.710407,0.599933215550014
GAT,0.01,100,5e-05,128,1323.873,1323.873046875,25.287943,0.4970438968998039,36.385067,0.5254482456615993
GraphSAGE,0.01,100,5e-05,128,120.33179,120.33179473876953,7.873517,0.939940277046494,10.969584,0.9401758440903255
GIN,0.01,100,5e-05,128,1544.7029,1544.7027587890625,26.316072,0.42139994861900515,39.302708,0.5753239648682731
GCN,0.01,100,5e-05,256,651.097,651.096923828125,17.50291,0.7615070053113188,25.516602,0.772292013679232
GAT,0.01,100,5e-05,256,846.25275,846.2527465820312,19.88657,0.6722389463235338,29.090424,0.6780199962002891
GraphSAGE,0.01,100,5e-05,256,564.8958,564.895751953125,16.615202,0.716324898455205,23.767536,0.7173073632376534
GIN,0.01,100,5e-05,256,1673.784,1673.783935546875,26.597012,0.3792420434064173,40.911907,0.5689502060413361
GCN,0.01,100,5e-05,512,1045.8558,1045.8558349609375,22.273773,0.604067785845574,32.339695,0.6057698343481336
GAT,0.01,100,5e-05,512,912.634,912.6339111328125,20.98909,0.6371728401543351,30.209833,0.6382372379302979
GraphSAGE,0.01,100,5e-05,512,272.81415,272.81414794921875,11.710749,0.8568044252678853,16.517086,0.8576857830796923
GIN,0.01,100,5e-05,512,1375.7059,1375.7059326171875,23.495474,0.5166856955121618,37.09051,0.5243901440075466
GCN,0.01,250,0.05,32,671.24756,671.2474975585938,18.33624,0.7478538228200123,25.908445,0.7497251842703138
GAT,0.01,250,0.05,32,742.00836,742.0082397460938,17.348392,0.7239868006688949,27.23983,0.7241751423903874
GraphSAGE,0.01,250,0.05,32,67.42713,67.4271240234375,5.936647,0.9664459062524385,8.211403,0.9671926242964608
GIN,0.01,250,0.05,32,540.04596,540.0458984375,15.687976,0.7781995745827324,23.23889,0.800927426133837
GCN,0.01,250,0.05,64,486.4253,486.42535400390625,14.802203,0.8262572863458036,22.055052,0.8313723121370588
GAT,0.01,250,0.05,64,1324.6418,1324.641845703125,22.923038,0.49279885553588354,36.39563,0.49370069588933674
GraphSAGE,0.01,250,0.05,64,52.842144,52.842140197753906,5.139131,0.9731308110414486,7.2692604,0.9732796805245536
GIN,0.01,250,0.05,64,256.11227,256.1123046875,11.251538,0.8848236836850678,16.003508,0.8880294391087123
GCN,0.01,250,0.05,128,463.15164,463.15167236328125,14.822295,0.8326223016153843,21.520958,0.833629195179258
GAT,0.01,250,0.05,128,528.151,528.1510620117188,14.337,0.8038669014633213,22.981537,0.8043329417705536
GraphSAGE,0.01,250,0.05,128,28.226116,28.22611427307129,3.833004,0.986763971404246,5.3128257,0.9872493531022754
GIN,0.01,250,0.05,128,151.76163,151.7616424560547,8.475633,0.9353220077168781,12.319157,0.9385977004255567
GCN,0.01,250,0.05,256,388.68863,388.6886291503906,13.090955,0.8605092966054925,19.715187,0.8666694462299347
GAT,0.01,250,0.05,256,754.70593,754.7058715820312,16.69875,0.7315730571383152,27.471912,0.7318818526608604
GraphSAGE,0.01,250,0.05,256,78.2892,78.28919982910156,6.4351716,0.9587253640943016,8.848119,0.9598338901996613
GIN,0.01,250,0.05,256,235.97777,235.97781372070312,8.851416,0.8858201700776107,15.3615675,0.8903437554836273
GCN,0.01,250,0.05,512,742.58673,742.5867309570312,18.338472,0.7337432431199209,27.250444,0.7348109441144126
GAT,0.01,250,0.05,512,2078.864,2078.86376953125,31.35916,0.1866038608276914,45.594563,0.1867227852344513
GraphSAGE,0.01,250,0.05,512,45.776554,45.776554107666016,4.8665924,0.9764496745262982,6.765837,0.9764825659138816
GIN,0.01,250,0.05,512,265.00668,265.0066833496094,10.254554,0.902412820367133,16.279026,0.9146092704364231
GCN,0.01,250,0.005,32,685.5041,685.5039672851562,17.407303,0.7570971806216613,26.182133,0.7575850444180625
GAT,0.01,250,0.005,32,758.10516,758.1051635742188,18.017511,0.7136494999726751,27.53371,0.7172038214547294
GraphSAGE,0.01,250,0.005,32,58.276745,58.276737213134766,5.524614,0.9721724280646721,7.6339207,0.972246697970799
GIN,0.01,250,0.005,32,584.06903,584.0689697265625,16.421116,0.7610472111474913,24.16752,0.7679329216480255
GCN,0.01,250,0.005,64,527.14954,527.1495361328125,16.151615,0.8061662667840104,22.959738,0.8110565160002027
GAT,0.01,250,0.005,64,663.652,663.6520385742188,15.448398,0.7663163434965891,25.761444,0.7682974508830479
GraphSAGE,0.01,250,0.005,64,57.062172,57.062171936035156,5.469142,0.9710852698745989,7.553951,0.9710916663919177
GIN,0.01,250,0.005,64,235.46367,235.46368408203125,10.623156,0.8988762231047339,15.344826,0.9100589879921505
GCN,0.01,250,0.005,128,622.33014,622.3301391601562,17.220457,0.7782420932241104,24.946547,0.7906052044459752
GAT,0.01,250,0.005,128,658.3869,658.3870239257812,15.215134,0.7666191820788264,25.659052,0.7666530992303576
GraphSAGE,0.01,250,0.005,128,73.38872,73.38871002197266,6.082522,0.9641686715074667,8.566722,0.9652848712035588
GIN,0.01,250,0.005,128,493.2208,493.22076416015625,13.696685,0.8239572116818322,22.208574,0.8625910835606712
GCN,0.01,250,0.005,256,354.873,354.8730163574219,13.109796,0.8727389815647332,18.838072,0.8897884658404759
GAT,0.01,250,0.005,256,962.76044,962.760498046875,19.790606,0.6565346140185147,31.028381,0.6566637200968606
GraphSAGE,0.01,250,0.005,256,135.12547,135.12547302246094,8.251139,0.922166736023552,11.624349,0.9225311619894845
GIN,0.01,250,0.005,256,4673.724,4673.72412109375,37.45278,-1.0313679445282316,68.36464,-0.780481857912881
GCN,0.01,250,0.005,512,500.56985,500.5698547363281,15.255182,0.8210676677001348,22.373419,0.822847034249987
GAT,0.01,250,0.005,512,747.1628,747.162841796875,18.293936,0.7177855103648833,27.334278,0.7179611197539738
GraphSAGE,0.01,250,0.005,512,95.19434,95.1943359375,7.0275006,0.9495185483074844,9.756759,0.9513955925192151
GIN,0.01,250,0.005,512,199.09253,199.09251403808594,9.584411,0.9208326596154078,14.110015,0.9236387354987008
GCN,0.01,250,0.0005,32,807.74695,807.7470092773438,18.535978,0.7049036499909132,28.420889,0.7126019043581826
GAT,0.01,250,0.0005,32,431.72626,431.72625732421875,12.923978,0.8324659459289867,20.778023,0.8328612872532436
GraphSAGE,0.01,250,0.0005,32,81.86021,81.8602066040039,6.5079274,0.9545432904156618,9.047663,0.9552550911903381
GIN,0.01,250,0.0005,32,466.7874,466.7874755859375,14.558597,0.7993314192209997,21.605263,0.8105605414935521
GCN,0.01,250,0.0005,64,489.771,489.77099609375,15.341041,0.8159534497657389,22.13077,0.8174661823681423
GAT,0.01,250,0.0005,64,415.78268,415.78271484375,12.65416,0.8444408877428687,20.39075,0.8444706584726062
GraphSAGE,0.01,250,0.0005,64,68.8431,68.84310150146484,5.892616,0.9669139563855488,8.297174,0.9669664927891323
GIN,0.01,250,0.0005,64,375.4971,375.4970703125,13.184717,0.8419554860238005,19.377748,0.863689375775201
GCN,0.01,250,0.0005,128,464.16644,464.1664123535156,14.601852,0.8275990495335753,21.544523,0.8304038941860199
GAT,0.01,250,0.0005,128,1075.4556,1075.4556884765625,23.226034,0.5968295270911123,32.79414,0.6425959638186863
GraphSAGE,0.01,250,0.0005,128,38.397114,38.39710998535156,4.4534698,0.9819709118160401,6.1965404,0.9828765349728721
GIN,0.01,250,0.0005,128,127.36479,127.36477661132812,7.9631,0.9411984861175534,11.285601,0.9443753361701965
GCN,0.01,250,0.0005,256,440.76816,440.7681579589844,14.142098,0.84121482487641,20.99448,0.8413431218692234
GAT,0.01,250,0.0005,256,662.9511,662.9511108398438,16.594563,0.7485637710563752,25.747837,0.7518053310258048
GraphSAGE,0.01,250,0.0005,256,136.78894,136.78892517089844,8.155245,0.9189690344936405,11.695681,0.9198299178055355
GIN,0.01,250,0.0005,256,57.7777,57.777687072753906,5.3048296,0.9742128037410117,7.6011643,0.9744507074356079
GCN,0.01,250,0.0005,512,658.1789,658.1790161132812,16.504902,0.7743169403960785,25.654997,0.788283497095108
GAT,0.01,250,0.0005,512,1049.9928,1049.9930419921875,20.949045,0.6166152661735165,32.40359,0.6166694802897317
GraphSAGE,0.01,250,0.0005,512,77.68219,77.68218994140625,6.275322,0.9631252444314171,8.81375,0.9634954418454852
GIN,0.01,250,0.0005,512,43.955196,43.95519256591797,4.3944154,0.9816976073019763,6.6298714,0.982742828982217
GCN,0.01,250,5e-05,32,662.524,662.5239868164062,17.697514,0.7527084728030305,25.739542,0.7541586203234536
GAT,0.01,250,5e-05,32,1109.886,1109.885986328125,20.59848,0.5394374356381555,33.314953,0.540252936737878
GraphSAGE,0.01,250,5e-05,32,61.989464,61.989471435546875,5.7545366,0.9699473901702438,7.8733387,0.9701807243483407
GIN,0.01,250,5e-05,32,904.2974,904.2974243164062,20.186512,0.6644334913914431,30.071539,0.7526573453630719
GCN,0.01,250,5e-05,64,614.70557,614.70556640625,17.18756,0.7670210787177015,24.793257,0.7689918492521558
GAT,0.01,250,5e-05,64,1093.8711,1093.87109375,20.028101,0.5418995696787073,33.073723,0.5445584527083805
GraphSAGE,0.01,250,5e-05,64,62.591908,62.591915130615234,5.7189827,0.9687125464375798,7.9115047,0.9689570920807975
GIN,0.01,250,5e-05,64,327.1559,327.1559143066406,12.406127,0.8538800377585972,18.087452,0.8703545587403434
GCN,0.01,250,5e-05,128,541.8021,541.8020629882812,15.595114,0.8059672305222467,23.276644,0.8131286331585476
GAT,0.01,250,5e-05,128,568.911,568.9108276367188,14.436518,0.7914438761779176,23.851856,0.7914697485310691
GraphSAGE,0.01,250,5e-05,128,42.19939,42.19939041137695,4.6841655,0.9794867498518293,6.4961057,0.9799283189432961
GIN,0.01,250,5e-05,128,111.4621,111.46208953857422,7.4452357,0.9476529078102166,10.557561,0.9508610580648694
GCN,0.01,250,5e-05,256,227.6853,227.68531799316406,9.894874,0.9159074981116676,15.089245,0.9169810499463763
GAT,0.01,250,5e-05,256,1275.4064,1275.4063720703125,23.3815,0.5606594890152109,35.712833,0.5614289045333862
GraphSAGE,0.01,250,5e-05,256,107.12115,107.12115478515625,7.419248,0.9364810223739541,10.349935,0.9368150404521397
GIN,0.01,250,5e-05,256,570.4197,570.4196166992188,15.2956,0.7730204642534975,23.883461,0.7886071290288653
GCN,0.01,250,5e-05,512,622.7309,622.7308349609375,17.51283,0.776793749172118,24.954576,0.7880506089755467
GAT,0.01,250,5e-05,512,1957.8721,1957.8724365234375,31.277134,0.2482786961167752,44.24785,0.24947484476225718
GraphSAGE,0.01,250,5e-05,512,68.82379,68.82379150390625,5.859505,0.965812087079999,8.296011,0.9662763220923287
GIN,0.01,250,5e-05,512,48.470875,48.47087097167969,4.794006,0.9790886151583632,6.962103,0.9813498514039176
GCN,0.01,500,0.05,32,488.3015,488.301513671875,15.379168,0.8014150225966349,22.097546,0.8024292673383441
GAT,0.01,500,0.05,32,502.88297,502.8829650878906,15.222104,0.7967570404069279,22.425053,0.8104697976793561
GraphSAGE,0.01,500,0.05,32,41.39532,41.39532470703125,4.587629,0.9805111522970446,6.4339194,0.9805377381188529
GIN,0.01,500,0.05,32,166.20262,166.20262145996094,9.035444,0.9170413119590417,12.891959,0.918923135314669
GCN,0.01,500,0.05,64,297.6232,297.6231689453125,11.500274,0.8913732694040962,17.251759,0.8920118127550397
GAT,0.01,500,0.05,64,807.34686,807.3468627929688,16.783033,0.7276498783782518,28.41385,0.7276558109692165
GraphSAGE,0.01,500,0.05,64,22.420843,22.42084503173828,3.3873863,0.9878288062234394,4.7350655,0.98800328373909
GIN,0.01,500,0.05,64,80.97603,80.97602844238281,6.291328,0.9646847065218745,8.998668,0.9666945253099714
GCN,0.01,500,0.05,128,330.08902,330.0890197753906,12.65739,0.8798811982078675,18.168352,0.891780708517347
GAT,0.01,500,0.05,128,669.5557,669.5557250976562,15.301689,0.7535994859584425,25.875774,0.7536103469984872
