Model,Learning Rate,Epochs,Weight Decay,Hidden Channels,Test MSE
GIN,0.001,750,0.0001,256,1057.116943359375
GCN,0.001,750,0.0001,512,1161.5716552734375
GAT,0.001,750,0.0001,512,6384.40185546875
GraphSAGE,0.001,750,0.0001,512,44.34718322753906
GIN,0.001,750,0.0001,512,971.0911865234375
GCN,0.001,1000,0.005,64,1367.851318359375
GAT,0.001,1000,0.005,64,7893.0126953125
GraphSAGE,0.001,1000,0.005,64,404.5868835449219
GIN,0.001,1000,0.005,64,1358.3839111328125
GCN,0.001,1000,0.005,128,1322.906494140625
GAT,0.001,1000,0.005,128,7151.98193359375
GraphSAGE,0.001,1000,0.005,128,163.23292541503906
GIN,0.001,1000,0.005,128,1037.9249267578125
GCN,0.001,1000,0.005,256,1161.0595703125
GAT,0.001,1000,0.005,256,6409.4091796875
GraphSAGE,0.001,1000,0.005,256,258.1556091308594
GIN,0.001,1000,0.005,256,924.0568237304688
GCN,0.001,1000,0.005,512,1061.44482421875
GAT,0.001,1000,0.005,512,6543.2939453125
GraphSAGE,0.001,1000,0.005,512,38.221763610839844
GIN,0.001,1000,0.005,512,939.45703125
GCN,0.001,1000,0.001,64,1417.361328125
GAT,0.001,1000,0.001,64,6967.66796875
GraphSAGE,0.001,1000,0.001,64,303.49066162109375
GIN,0.001,1000,0.001,64,1230.8800048828125
GCN,0.001,1000,0.001,128,1258.083984375
GAT,0.001,1000,0.001,128,7723.0537109375
GraphSAGE,0.001,1000,0.001,128,207.5269012451172
GIN,0.001,1000,0.001,128,1174.3634033203125
GCN,0.001,1000,0.001,256,1192.1365966796875
GAT,0.001,1000,0.001,256,6710.2080078125
GraphSAGE,0.001,1000,0.001,256,218.07241821289062
GIN,0.001,1000,0.001,256,895.99853515625
GCN,0.001,1000,0.001,512,1067.3031005859375
GAT,0.001,1000,0.001,512,6122.26953125
GraphSAGE,0.001,1000,0.001,512,52.53026580810547
GIN,0.001,1000,0.001,512,869.0679321289062
GCN,0.001,1000,0.0005,64,1389.4444580078125
GAT,0.001,1000,0.0005,64,6176.44970703125
GraphSAGE,0.001,1000,0.0005,64,420.1208801269531
GIN,0.001,1000,0.0005,64,1277.1470947265625
GCN,0.001,1000,0.0005,128,1376.2386474609375
GAT,0.001,1000,0.0005,128,6517.16650390625
GraphSAGE,0.001,1000,0.0005,128,244.15049743652344
GIN,0.001,1000,0.0005,128,1194.0355224609375
GCN,0.001,1000,0.0005,256,1148.182861328125
GAT,0.001,1000,0.0005,256,7006.35693359375
GraphSAGE,0.001,1000,0.0005,256,144.34017944335938
GIN,0.001,1000,0.0005,256,863.7992553710938
GCN,0.001,1000,0.0005,512,1091.9093017578125
GAT,0.001,1000,0.0005,512,6622.47216796875
GraphSAGE,0.001,1000,0.0005,512,110.79557037353516
GIN,0.001,1000,0.0005,512,863.4203491210938
GCN,0.001,1000,0.0001,64,1527.4705810546875
GAT,0.001,1000,0.0001,64,7156.0810546875
GraphSAGE,0.001,1000,0.0001,64,319.5229797363281
GIN,0.001,1000,0.0001,64,1250.778564453125
GCN,0.001,1000,0.0001,128,1266.5892333984375
GAT,0.001,1000,0.0001,128,6398.876953125
GraphSAGE,0.001,1000,0.0001,128,141.66720581054688
GIN,0.001,1000,0.0001,128,1094.5172119140625
GCN,0.001,1000,0.0001,256,1130.244140625
GAT,0.001,1000,0.0001,256,6423.80126953125
GraphSAGE,0.001,1000,0.0001,256,101.28339385986328
GIN,0.001,1000,0.0001,256,956.5213623046875
GCN,0.001,1000,0.0001,512,1047.6444091796875
GAT,0.001,1000,0.0001,512,6759.09716796875
GraphSAGE,0.001,1000,0.0001,512,43.397586822509766
GIN,0.001,1000,0.0001,512,955.50439453125
GCN,0.0005,250,0.005,64,1919.0704345703125
GAT,0.0005,250,0.005,64,6450.83349609375
GraphSAGE,0.0005,250,0.005,64,502.95611572265625
GIN,0.0005,250,0.005,64,1776.838623046875
GCN,0.0005,250,0.005,128,1678.6099853515625
GAT,0.0005,250,0.005,128,6749.8115234375
GraphSAGE,0.0005,250,0.005,128,398.5414123535156
GIN,0.0005,250,0.005,128,1607.9215087890625
GCN,0.0005,250,0.005,256,1549.035400390625
GAT,0.0005,250,0.005,256,6467.3486328125
GraphSAGE,0.0005,250,0.005,256,193.58950805664062
GIN,0.0005,250,0.005,256,1358.118408203125
GCN,0.0005,250,0.005,512,1428.944091796875
GAT,0.0005,250,0.005,512,5958.203125
GraphSAGE,0.0005,250,0.005,512,98.51229095458984
GIN,0.0005,250,0.005,512,1233.27294921875
GCN,0.0005,250,0.001,64,1882.2012939453125
GAT,0.0005,250,0.001,64,7825.6015625
GraphSAGE,0.0005,250,0.001,64,512.05712890625
GIN,0.0005,250,0.001,64,1866.4656982421875
GCN,0.0005,250,0.001,128,1698.6585693359375
GAT,0.0005,250,0.001,128,6728.31982421875
GraphSAGE,0.0005,250,0.001,128,401.6711730957031
GIN,0.0005,250,0.001,128,1534.5987548828125
GCN,0.0005,250,0.001,256,1547.3955078125
GAT,0.0005,250,0.001,256,7472.7197265625
GraphSAGE,0.0005,250,0.001,256,165.15306091308594
GIN,0.0005,250,0.001,256,1355.1436767578125
GCN,0.0005,250,0.001,512,1435.0499267578125
GAT,0.0005,250,0.001,512,6393.38916015625
GraphSAGE,0.0005,250,0.001,512,107.21255493164062
GIN,0.0005,250,0.001,512,1449.6002197265625
GCN,0.0005,250,0.0005,64,1838.4293212890625
GAT,0.0005,250,0.0005,64,8049.138671875
GraphSAGE,0.0005,250,0.0005,64,549.963623046875
GIN,0.0005,250,0.0005,64,1875.9217529296875
GCN,0.0005,250,0.0005,128,1680.3214111328125
GAT,0.0005,250,0.0005,128,6316.35498046875
GraphSAGE,0.0005,250,0.0005,128,310.2083435058594
GIN,0.0005,250,0.0005,128,1591.440185546875
GCN,0.0005,250,0.0005,256,1540.128173828125
GAT,0.0005,250,0.0005,256,8243.291015625
GraphSAGE,0.0005,250,0.0005,256,182.7019805908203
GIN,0.0005,250,0.0005,256,1415.984619140625
GCN,0.0005,250,0.0005,512,1425.2900390625
GAT,0.0005,250,0.0005,512,6405.109375
GraphSAGE,0.0005,250,0.0005,512,89.11071014404297
GIN,0.0005,250,0.0005,512,1298.4212646484375
GCN,0.0005,250,0.0001,64,1877.9512939453125
GAT,0.0005,250,0.0001,64,6682.57861328125
GraphSAGE,0.0005,250,0.0001,64,616.7528686523438
GIN,0.0005,250,0.0001,64,1930.6484375
GCN,0.0005,250,0.0001,128,1699.2513427734375
GAT,0.0005,250,0.0001,128,7178.78076171875
GraphSAGE,0.0005,250,0.0001,128,398.4276428222656
GIN,0.0005,250,0.0001,128,1900.427490234375
GCN,0.0005,250,0.0001,256,1584.3009033203125
GAT,0.0005,250,0.0001,256,6865.8544921875
GraphSAGE,0.0005,250,0.0001,256,190.25218200683594
GIN,0.0005,250,0.0001,256,1409.541748046875
GCN,0.0005,250,0.0001,512,1405.219970703125
GAT,0.0005,250,0.0001,512,6614.68603515625
GraphSAGE,0.0005,250,0.0001,512,103.86845397949219
GIN,0.0005,250,0.0001,512,1290.783935546875
GCN,0.0005,500,0.005,64,1672.496337890625
GAT,0.0005,500,0.005,64,7754.95458984375
GraphSAGE,0.0005,500,0.005,64,369.1999206542969
GIN,0.0005,500,0.005,64,1579.1370849609375
GCN,0.0005,500,0.005,128,1507.4185791015625
GAT,0.0005,500,0.005,128,6183.45751953125
GraphSAGE,0.0005,500,0.005,128,247.16744995117188
GIN,0.0005,500,0.005,128,1323.796630859375
GCN,0.0005,500,0.005,256,1349.83837890625
GAT,0.0005,500,0.005,256,6231.37939453125
GraphSAGE,0.0005,500,0.005,256,226.92979431152344
GIN,0.0005,500,0.005,256,1276.465576171875
GCN,0.0005,500,0.005,512,1264.06884765625
GAT,0.0005,500,0.005,512,5976.48876953125
GraphSAGE,0.0005,500,0.005,512,78.01211547851562
GIN,0.0005,500,0.005,512,1098.75537109375
GCN,0.0005,500,0.001,64,1713.825439453125
GAT,0.0005,500,0.001,64,7877.79638671875
GraphSAGE,0.0005,500,0.001,64,402.73333740234375
GIN,0.0005,500,0.001,64,1774.0238037109375
GCN,0.0005,500,0.001,128,1525.924560546875
GAT,0.0005,500,0.001,128,6903.2529296875
GraphSAGE,0.0005,500,0.001,128,224.14585876464844
GIN,0.0005,500,0.001,128,1308.0396728515625
GCN,0.0005,500,0.001,256,1378.8153076171875
GAT,0.0005,500,0.001,256,6095.08056640625
GraphSAGE,0.0005,500,0.001,256,122.07147979736328
GIN,0.0005,500,0.001,256,1187.5220947265625
GCN,0.0005,500,0.001,512,1259.3724365234375
GAT,0.0005,500,0.001,512,5822.9521484375
GraphSAGE,0.0005,500,0.001,512,60.01426696777344
GIN,0.0005,500,0.001,512,1063.996826171875
GCN,0.0005,500,0.0005,64,1745.3076171875
GAT,0.0005,500,0.0005,64,8063.0517578125
GraphSAGE,0.0005,500,0.0005,64,349.3391418457031
GIN,0.0005,500,0.0005,64,1652.337158203125
GCN,0.0005,500,0.0005,128,1502.32421875
GAT,0.0005,500,0.0005,128,5751.9951171875
GraphSAGE,0.0005,500,0.0005,128,195.9427947998047
GIN,0.0005,500,0.0005,128,1292.9722900390625
GCN,0.0005,500,0.0005,256,1376.0950927734375
GAT,0.0005,500,0.0005,256,6124.943359375
GraphSAGE,0.0005,500,0.0005,256,141.09857177734375
GIN,0.0005,500,0.0005,256,1073.741455078125
GCN,0.0005,500,0.0005,512,1275.9075927734375
GAT,0.0005,500,0.0005,512,6381.154296875
GraphSAGE,0.0005,500,0.0005,512,86.30390167236328
GIN,0.0005,500,0.0005,512,1083.288818359375
GCN,0.0005,500,0.0001,64,1688.0301513671875
GAT,0.0005,500,0.0001,64,6848.50146484375
GraphSAGE,0.0005,500,0.0001,64,474.7705383300781
GIN,0.0005,500,0.0001,64,1529.592041015625
GCN,0.0005,500,0.0001,128,1526.306396484375
GAT,0.0005,500,0.0001,128,5863.0771484375
GraphSAGE,0.0005,500,0.0001,128,234.55447387695312
GIN,0.0005,500,0.0001,128,1304.9537353515625
GCN,0.0005,500,0.0001,256,1376.811767578125
GAT,0.0005,500,0.0001,256,6905.5771484375
GraphSAGE,0.0005,500,0.0001,256,103.13777923583984
GIN,0.0005,500,0.0001,256,1219.1773681640625
GCN,0.0005,500,0.0001,512,1297.431884765625
GAT,0.0005,500,0.0001,512,5197.38671875
GraphSAGE,0.0005,500,0.0001,512,71.9061508178711
GIN,0.0005,500,0.0001,512,1033.0137939453125
GCN,0.0005,750,0.005,64,1511.992431640625
GAT,0.0005,750,0.005,64,7254.92041015625
GraphSAGE,0.0005,750,0.005,64,406.60394287109375
GIN,0.0005,750,0.005,64,1465.591064453125
GCN,0.0005,750,0.005,128,1396.843017578125
GAT,0.0005,750,0.005,128,6099.1083984375
GraphSAGE,0.0005,750,0.005,128,167.80322265625
GIN,0.0005,750,0.005,128,1288.399169921875
GCN,0.0005,750,0.005,256,1292.40234375
GAT,0.0005,750,0.005,256,5917.564453125
GraphSAGE,0.0005,750,0.005,256,92.60806274414062
GIN,0.0005,750,0.005,256,1194.7845458984375
GCN,0.0005,750,0.005,512,1173.341796875
GAT,0.0005,750,0.005,512,6282.76904296875
GraphSAGE,0.0005,750,0.005,512,88.81599426269531
GIN,0.0005,750,0.005,512,982.6024169921875
GCN,0.0005,750,0.001,64,1549.035400390625
GAT,0.0005,750,0.001,64,8961.6064453125
GraphSAGE,0.0005,750,0.001,64,398.8914489746094
GIN,0.0005,750,0.001,64,1360.75732421875
GCN,0.0005,750,0.001,128,1406.2396240234375
GAT,0.0005,750,0.001,128,7259.52099609375
GraphSAGE,0.0005,750,0.001,128,171.47972106933594
GIN,0.0005,750,0.001,128,1192.4013671875
GCN,0.0005,750,0.001,256,1317.949462890625
GAT,0.0005,750,0.001,256,6555.26611328125
GraphSAGE,0.0005,750,0.001,256,76.60334777832031
GIN,0.0005,750,0.001,256,996.2431640625
GCN,0.0005,750,0.001,512,1218.391845703125
GAT,0.0005,750,0.001,512,5992.86083984375
GraphSAGE,0.0005,750,0.001,512,91.14806365966797
GIN,0.0005,750,0.001,512,887.2346801757812
GCN,0.0005,750,0.0005,64,1593.116943359375
GAT,0.0005,750,0.0005,64,6746.4521484375
GraphSAGE,0.0005,750,0.0005,64,278.832275390625
GIN,0.0005,750,0.0005,64,1532.222900390625
GCN,0.0005,750,0.0005,128,1417.1861572265625
GAT,0.0005,750,0.0005,128,6970.81396484375
GraphSAGE,0.0005,750,0.0005,128,157.84280395507812
GIN,0.0005,750,0.0005,128,1261.5299072265625
GCN,0.0005,750,0.0005,256,1292.6865234375
GAT,0.0005,750,0.0005,256,7196.6923828125
GraphSAGE,0.0005,750,0.0005,256,139.57833862304688
GIN,0.0005,750,0.0005,256,1026.9168701171875
GCN,0.0005,750,0.0005,512,1180.48193359375
GAT,0.0005,750,0.0005,512,7700.96435546875
GraphSAGE,0.0005,750,0.0005,512,65.5009536743164
GIN,0.0005,750,0.0005,512,997.2127685546875
GCN,0.0005,750,0.0001,64,1529.1947021484375
GAT,0.0005,750,0.0001,64,8081.4404296875
GraphSAGE,0.0005,750,0.0001,64,316.8037109375
GIN,0.0005,750,0.0001,64,1501.4197998046875
GCN,0.0005,750,0.0001,128,1415.425048828125
GAT,0.0005,750,0.0001,128,6734.302734375
GraphSAGE,0.0005,750,0.0001,128,332.33929443359375
GIN,0.0005,750,0.0001,128,1243.379638671875
GCN,0.0005,750,0.0001,256,1285.6190185546875
GAT,0.0005,750,0.0001,256,9688.521484375
GraphSAGE,0.0005,750,0.0001,256,96.36245727539062
GIN,0.0005,750,0.0001,256,1019.2733764648438
GCN,0.0005,750,0.0001,512,1210.785888671875
GAT,0.0005,750,0.0001,512,6162.9189453125
GraphSAGE,0.0005,750,0.0001,512,67.10767364501953
GIN,0.0005,750,0.0001,512,859.7372436523438
GCN,0.0005,1000,0.005,64,1535.24609375
GAT,0.0005,1000,0.005,64,6195.9755859375
GraphSAGE,0.0005,1000,0.005,64,430.65838623046875
GIN,0.0005,1000,0.005,64,1346.1312255859375
GCN,0.0005,1000,0.005,128,1349.8253173828125
GAT,0.0005,1000,0.005,128,6693.33349609375
GraphSAGE,0.0005,1000,0.005,128,172.4331512451172
GIN,0.0005,1000,0.005,128,1134.127197265625
GCN,0.0005,1000,0.005,256,1207.96044921875
GAT,0.0005,1000,0.005,256,6918.9951171875
GraphSAGE,0.0005,1000,0.005,256,67.4444580078125
GIN,0.0005,1000,0.005,256,1013.35888671875
GCN,0.0005,1000,0.005,512,1139.1959228515625
GAT,0.0005,1000,0.005,512,8663.37109375
GraphSAGE,0.0005,1000,0.005,512,62.93131637573242
GIN,0.0005,1000,0.005,512,848.3919067382812
GCN,0.0005,1000,0.001,64,1528.9891357421875
GAT,0.0005,1000,0.001,64,7562.1240234375
GraphSAGE,0.0005,1000,0.001,64,279.6419372558594
GIN,0.0005,1000,0.001,64,1495.2213134765625
GCN,0.0005,1000,0.001,128,1377.8597412109375
GAT,0.0005,1000,0.001,128,7110.68994140625
GraphSAGE,0.0005,1000,0.001,128,168.93582153320312
GIN,0.0005,1000,0.001,128,1062.339599609375
GCN,0.0005,1000,0.001,256,1217.599609375
GAT,0.0005,1000,0.001,256,6755.54345703125
GraphSAGE,0.0005,1000,0.001,256,71.03841400146484
GIN,0.0005,1000,0.001,256,976.1665649414062
GCN,0.0005,1000,0.001,512,1131.175048828125
GAT,0.0005,1000,0.001,512,5783.96484375
GraphSAGE,0.0005,1000,0.001,512,64.59873962402344
GIN,0.0005,1000,0.001,512,804.48486328125
GCN,0.0005,1000,0.0005,64,1537.859619140625
GAT,0.0005,1000,0.0005,64,7076.26416015625
GraphSAGE,0.0005,1000,0.0005,64,265.4770202636719
GIN,0.0005,1000,0.0005,64,1334.9075927734375
GCN,0.0005,1000,0.0005,128,1337.03857421875
GAT,0.0005,1000,0.0005,128,6591.6484375
GraphSAGE,0.0005,1000,0.0005,128,163.3728790283203
GIN,0.0005,1000,0.0005,128,1108.613037109375
GCN,0.0005,1000,0.0005,256,1226.322265625
GAT,0.0005,1000,0.0005,256,7301.75
GraphSAGE,0.0005,1000,0.0005,256,75.31206512451172
GIN,0.0005,1000,0.0005,256,954.5812377929688
GCN,0.0005,1000,0.0005,512,1122.2235107421875
GAT,0.0005,1000,0.0005,512,6297.63232421875
GraphSAGE,0.0005,1000,0.0005,512,49.739051818847656
GIN,0.0005,1000,0.0005,512,939.2316284179688
GCN,0.0005,1000,0.0001,64,1517.9793701171875
GAT,0.0005,1000,0.0001,64,6485.904296875
GraphSAGE,0.0005,1000,0.0001,64,265.9205322265625
GIN,0.0005,1000,0.0001,64,1484.302734375
GCN,0.0005,1000,0.0001,128,1371.7972412109375
GAT,0.0005,1000,0.0001,128,5668.56640625
GraphSAGE,0.0005,1000,0.0001,128,150.7567596435547
GIN,0.0005,1000,0.0001,128,1231.332275390625
GCN,0.0005,1000,0.0001,256,1299.18701171875
GAT,0.0005,1000,0.0001,256,6765.3671875
GraphSAGE,0.0005,1000,0.0001,256,86.87333679199219
GIN,0.0005,1000,0.0001,256,930.745361328125
GCN,0.0005,1000,0.0001,512,1108.3389892578125
GAT,0.0005,1000,0.0001,512,6658.576171875
GraphSAGE,0.0005,1000,0.0001,512,105.2123031616211
GIN,0.0005,1000,0.0001,512,774.7734375
GCN,0.0001,250,0.005,64,2363.528076171875
GAT,0.0001,250,0.005,64,7291.18603515625
GraphSAGE,0.0001,250,0.005,64,1717.229736328125
GIN,0.0001,250,0.005,64,2428.697265625
GCN,0.0001,250,0.005,128,1964.997314453125
GAT,0.0001,250,0.005,128,8898.5234375
GraphSAGE,0.0001,250,0.005,128,976.2469482421875
GIN,0.0001,250,0.005,128,2007.0762939453125
GCN,0.0001,250,0.005,256,1840.541259765625
GAT,0.0001,250,0.005,256,6234.3759765625
GraphSAGE,0.0001,250,0.005,256,502.5071716308594
GIN,0.0001,250,0.005,256,1740.003662109375
GCN,0.0001,250,0.005,512,1706.6715087890625
GAT,0.0001,250,0.005,512,6791.6982421875
GraphSAGE,0.0001,250,0.005,512,279.3392639160156
GIN,0.0001,250,0.005,512,1737.423828125
GCN,0.0001,250,0.001,64,2428.414794921875
GAT,0.0001,250,0.001,64,7075.7177734375
GraphSAGE,0.0001,250,0.001,64,1833.723876953125
GIN,0.0001,250,0.001,64,2359.074951171875
GCN,0.0001,250,0.001,128,2027.61962890625
GAT,0.0001,250,0.001,128,9133.205078125
GraphSAGE,0.0001,250,0.001,128,1011.4085083007812
GIN,0.0001,250,0.001,128,1922.218505859375
GCN,0.0001,250,0.001,256,1879.1329345703125
GAT,0.0001,250,0.001,256,7456.166015625
GraphSAGE,0.0001,250,0.001,256,486.5646057128906
GIN,0.0001,250,0.001,256,1728.8177490234375
GCN,0.0001,250,0.001,512,1725.608154296875
GAT,0.0001,250,0.001,512,6150.4287109375
GraphSAGE,0.0001,250,0.001,512,288.0971984863281
GIN,0.0001,250,0.001,512,1527.142822265625
GCN,0.0001,250,0.0005,64,2374.16064453125
GAT,0.0001,250,0.0005,64,7806.68994140625
GraphSAGE,0.0001,250,0.0005,64,1619.902099609375
GIN,0.0001,250,0.0005,64,2438.1494140625
GCN,0.0001,250,0.0005,128,1990.94384765625
GAT,0.0001,250,0.0005,128,8122.2373046875
GraphSAGE,0.0001,250,0.0005,128,1078.4737548828125
GIN,0.0001,250,0.0005,128,1931.0889892578125
GCN,0.0001,250,0.0005,256,1867.381103515625
GAT,0.0001,250,0.0005,256,6609.67626953125
GraphSAGE,0.0001,250,0.0005,256,471.62286376953125
GIN,0.0001,250,0.0005,256,1775.38671875
GCN,0.0001,250,0.0005,512,1715.357177734375
GAT,0.0001,250,0.0005,512,5856.33544921875
GraphSAGE,0.0001,250,0.0005,512,285.5043029785156
GIN,0.0001,250,0.0005,512,1601.740234375
GCN,0.0001,250,0.0001,64,2299.53076171875
GAT,0.0001,250,0.0001,64,7569.0576171875
GraphSAGE,0.0001,250,0.0001,64,1914.44140625
GIN,0.0001,250,0.0001,64,2469.958251953125
GCN,0.0001,250,0.0001,128,2074.10009765625
GAT,0.0001,250,0.0001,128,6439.21826171875
GraphSAGE,0.0001,250,0.0001,128,966.1541748046875
GIN,0.0001,250,0.0001,128,2046.5382080078125
GCN,0.0001,250,0.0001,256,1868.30517578125
GAT,0.0001,250,0.0001,256,5802.5390625
GraphSAGE,0.0001,250,0.0001,256,478.4284973144531
GIN,0.0001,250,0.0001,256,1613.8319091796875
GCN,0.0001,250,0.0001,512,1729.2415771484375
GAT,0.0001,250,0.0001,512,6638.36962890625
GraphSAGE,0.0001,250,0.0001,512,261.3335266113281
GIN,0.0001,250,0.0001,512,1593.833740234375
GCN,0.0001,500,0.005,64,2130.8837890625
GAT,0.0001,500,0.005,64,8572.83203125
GraphSAGE,0.0001,500,0.005,64,950.1292724609375
GIN,0.0001,500,0.005,64,2044.536376953125
GCN,0.0001,500,0.005,128,1861.5015869140625
GAT,0.0001,500,0.005,128,7894.9892578125
GraphSAGE,0.0001,500,0.005,128,520.096923828125
GIN,0.0001,500,0.005,128,1671.326904296875
GCN,0.0001,500,0.005,256,1711.8968505859375
GAT,0.0001,500,0.005,256,5831.53271484375
GraphSAGE,0.0001,500,0.005,256,317.460205078125
GIN,0.0001,500,0.005,256,1436.1865234375
GCN,0.0001,500,0.005,512,1554.602294921875
GAT,0.0001,500,0.005,512,5335.48828125
GraphSAGE,0.0001,500,0.005,512,171.67095947265625
GIN,0.0001,500,0.005,512,1225.208740234375
GCN,0.0001,500,0.001,64,2061.326416015625
GAT,0.0001,500,0.001,64,7911.3828125
GraphSAGE,0.0001,500,0.001,64,1027.1016845703125
GIN,0.0001,500,0.001,64,2038.81005859375
GCN,0.0001,500,0.001,128,1882.0823974609375
GAT,0.0001,500,0.001,128,9959.1279296875
GraphSAGE,0.0001,500,0.001,128,509.879150390625
GIN,0.0001,500,0.001,128,1593.1519775390625
GCN,0.0001,500,0.001,256,1709.4814453125
GAT,0.0001,500,0.001,256,6530.53662109375
GraphSAGE,0.0001,500,0.001,256,271.9580993652344
GIN,0.0001,500,0.001,256,1463.0233154296875
GCN,0.0001,500,0.001,512,1525.6197509765625
GAT,0.0001,500,0.001,512,5815.7041015625
GraphSAGE,0.0001,500,0.001,512,139.89053344726562
GIN,0.0001,500,0.001,512,1468.3172607421875
GCN,0.0001,500,0.0005,64,2071.573974609375
GAT,0.0001,500,0.0005,64,7340.42138671875
GraphSAGE,0.0001,500,0.0005,64,907.7373657226562
GIN,0.0001,500,0.0005,64,1888.946044921875
GCN,0.0001,500,0.0005,128,1868.2412109375
GAT,0.0001,500,0.0005,128,6899.748046875
GraphSAGE,0.0001,500,0.0005,128,488.0452575683594
GIN,0.0001,500,0.0005,128,1674.27294921875
GCN,0.0001,500,0.0005,256,1698.8023681640625
GAT,0.0001,500,0.0005,256,8553.6552734375
GraphSAGE,0.0001,500,0.0005,256,289.81866455078125
GIN,0.0001,500,0.0005,256,1471.0416259765625
GCN,0.0001,500,0.0005,512,1554.554443359375
GAT,0.0001,500,0.0005,512,6309.08740234375
GraphSAGE,0.0001,500,0.0005,512,171.7230682373047
GIN,0.0001,500,0.0005,512,1260.0902099609375
GCN,0.0001,500,0.0001,64,2011.860595703125
GAT,0.0001,500,0.0001,64,6275.9462890625
GraphSAGE,0.0001,500,0.0001,64,945.06396484375
GIN,0.0001,500,0.0001,64,1908.933349609375
GCN,0.0001,500,0.0001,128,1863.7603759765625
GAT,0.0001,500,0.0001,128,8202.6416015625
GraphSAGE,0.0001,500,0.0001,128,544.8712768554688
GIN,0.0001,500,0.0001,128,1718.49755859375
GCN,0.0001,500,0.0001,256,1701.15576171875
GAT,0.0001,500,0.0001,256,7580.8115234375
GraphSAGE,0.0001,500,0.0001,256,285.4346618652344
GIN,0.0001,500,0.0001,256,1453.675537109375
GCN,0.0001,500,0.0001,512,1546.969482421875
GAT,0.0001,500,0.0001,512,6656.5888671875
GraphSAGE,0.0001,500,0.0001,512,195.64907836914062
GIN,0.0001,500,0.0001,512,1195.1409912109375
GCN,0.0001,750,0.005,64,1963.9915771484375
GAT,0.0001,750,0.005,64,9561.0009765625
GraphSAGE,0.0001,750,0.005,64,652.9324951171875
GIN,0.0001,750,0.005,64,1825.26611328125
GCN,0.0001,750,0.005,128,1755.007568359375
GAT,0.0001,750,0.005,128,6783.294921875
GraphSAGE,0.0001,750,0.005,128,353.2017517089844
GIN,0.0001,750,0.005,128,1539.179931640625
GCN,0.0001,750,0.005,256,1592.398681640625
GAT,0.0001,750,0.005,256,5672.56884765625
GraphSAGE,0.0001,750,0.005,256,214.2316436767578
GIN,0.0001,750,0.005,256,1368.322021484375
GCN,0.0001,750,0.005,512,1436.66357421875
GAT,0.0001,750,0.005,512,6709.36181640625
GraphSAGE,0.0001,750,0.005,512,99.72943115234375
GIN,0.0001,750,0.005,512,1099.1524658203125
GCN,0.0001,750,0.001,64,1976.504150390625
GAT,0.0001,750,0.001,64,8170.4951171875
GraphSAGE,0.0001,750,0.001,64,679.3182983398438
GIN,0.0001,750,0.001,64,1682.310791015625
GCN,0.0001,750,0.001,128,1774.1170654296875
GAT,0.0001,750,0.001,128,8725.947265625
GraphSAGE,0.0001,750,0.001,128,351.70037841796875
GIN,0.0001,750,0.001,128,1533.074951171875
GCN,0.0001,750,0.001,256,1596.07177734375
GAT,0.0001,750,0.001,256,8930.390625
GraphSAGE,0.0001,750,0.001,256,209.79917907714844
GIN,0.0001,750,0.001,256,1237.2523193359375
GCN,0.0001,750,0.001,512,1413.2681884765625
GAT,0.0001,750,0.001,512,6157.6904296875
GraphSAGE,0.0001,750,0.001,512,151.07913208007812
GIN,0.0001,750,0.001,512,1125.8226318359375
GCN,0.0001,750,0.0005,64,1981.2117919921875
GAT,0.0001,750,0.0005,64,9305.66015625
GraphSAGE,0.0001,750,0.0005,64,641.0626220703125
GIN,0.0001,750,0.0005,64,1831.175048828125
GCN,0.0001,750,0.0005,128,1794.4906005859375
GAT,0.0001,750,0.0005,128,7073.39697265625
GraphSAGE,0.0001,750,0.0005,128,372.15625
GIN,0.0001,750,0.0005,128,1554.940673828125
GCN,0.0001,750,0.0005,256,1609.9404296875
GAT,0.0001,750,0.0005,256,9103.09375
GraphSAGE,0.0001,750,0.0005,256,190.88230895996094
GIN,0.0001,750,0.0005,256,1352.1661376953125
GCN,0.0001,750,0.0005,512,1425.601806640625
GAT,0.0001,750,0.0005,512,6292.33056640625
GraphSAGE,0.0001,750,0.0005,512,136.86636352539062
GIN,0.0001,750,0.0005,512,1077.2772216796875
GCN,0.0001,750,0.0001,64,1942.9273681640625
GAT,0.0001,750,0.0001,64,8152.4453125
GraphSAGE,0.0001,750,0.0001,64,669.2415771484375
GIN,0.0001,750,0.0001,64,1887.5048828125
GCN,0.0001,750,0.0001,128,1800.8302001953125
GAT,0.0001,750,0.0001,128,7684.7607421875
GraphSAGE,0.0001,750,0.0001,128,369.8658447265625
GIN,0.0001,750,0.0001,128,1454.4913330078125
GCN,0.0001,750,0.0001,256,1578.79443359375
GAT,0.0001,750,0.0001,256,6274.38232421875
GraphSAGE,0.0001,750,0.0001,256,219.84808349609375
GIN,0.0001,750,0.0001,256,1365.992431640625
GCN,0.0001,750,0.0001,512,1416.2767333984375
GAT,0.0001,750,0.0001,512,5408.263671875
GraphSAGE,0.0001,750,0.0001,512,148.68922424316406
GIN,0.0001,750,0.0001,512,1191.689697265625
GCN,0.0001,1000,0.005,64,1876.6265869140625
GAT,0.0001,1000,0.005,64,8495.9482421875
GraphSAGE,0.0001,1000,0.005,64,515.0798950195312
GIN,0.0001,1000,0.005,64,1769.5968017578125
GCN,0.0001,1000,0.005,128,1700.4669189453125
GAT,0.0001,1000,0.005,128,7606.82470703125
