Model,Learning Rate,Epochs,Weight Decay,Hidden Channels,MSE,Torch MSE,MAE,R2,RMSE,EV Score
GAT,0.05,250,0.0005,512,20258308.0,2501957632.0,4472.317,-2297.127195606287,4500.923,-1563.6383056640625
GraphSAGE,0.05,250,0.0005,512,8.1547347e-07,2663.033935546875,0.0005181645,0.9999999999074917,0.0009030357,1.0
GIN,0.05,250,0.0005,512,2.1819606,3656.896728515625,0.6113739,0.999752475760202,1.4771461,0.9997925758361816
GCN,0.05,250,5e-05,32,0.17587557,1437.0484619140625,0.18724246,0.9999800484607878,0.4193752,0.9999833106994629
GAT,0.05,250,5e-05,32,2.166881e-07,8152.6748046875,0.00028859274,0.9999999999754187,0.0004654977,1.0
GraphSAGE,0.05,250,5e-05,32,0.044346094,7688.82763671875,0.16434419,0.9999949693253409,0.21058512,0.9999951124191284
GIN,0.05,250,5e-05,32,1.5691474e-05,0.10915844887495041,0.0011615446,0.9999999982199399,0.0039612465,1.0
GCN,0.05,250,5e-05,64,0.03514432,1419.2974853515625,0.10298991,0.9999960131851527,0.18746819,0.9999969601631165
GAT,0.05,250,5e-05,64,8857.403,17208.376953125,38.247936,-0.004794588332533545,94.11378,0.14514684677124023
GraphSAGE,0.05,250,5e-05,64,2.9464383e-05,5102.89697265625,0.0022947346,0.9999999966575246,0.0054281102,1.0
GIN,0.05,250,5e-05,64,3.0340207,6804.18408203125,0.82044566,0.9996558169977128,1.741844,0.9996899366378784
